净值日期,累计净值
2021-07-06,1.0
2021-07-09,0.993
2021-07-16,1.0149
2021-07-19,0.992
2021-07-20,0.9819
2021-07-21,0.9802
2021-07-22,0.9981
2021-07-23,0.97
2021-07-26,0.912
2021-07-27,0.8427
2021-07-28,0.8691
2021-07-29,0.9345
2021-07-30,0.9084
2021-08-02,0.9108
2021-08-03,0.8974
2021-08-04,0.9171
2021-08-05,0.8992
2021-08-06,0.8961
2021-08-09,0.8943
2021-08-10,0.915
2021-08-11,0.9135
2021-08-12,0.9
2021-08-13,0.8843
2021-08-16,0.8618
2021-08-17,0.8371
2021-08-18,0.8384
2021-08-19,0.8147
2021-08-20,0.7981
2021-08-23,0.8115
2021-08-24,0.8621
2021-08-25,0.863
2021-08-26,0.848
2021-08-27,0.8472
2021-08-30,0.8539
2021-08-31,0.8818
2021-09-01,0.8934
2021-09-02,0.9057
2021-09-03,0.8981
2021-09-06,0.9033
2021-09-07,0.9169
2021-09-08,0.9165
2021-09-09,0.8762
2021-09-10,0.8984
2021-09-13,0.8782
2021-09-14,0.8663
2021-09-15,0.8408
2021-09-16,0.8306
2021-09-17,0.8602
2021-09-22,0.8355
2021-09-23,0.8434
2021-09-24,0.824
2021-09-27,0.8181
2021-09-28,0.8332
2021-09-29,0.8273
2021-09-30,0.8196
2021-10-08,0.83
2021-10-11,0.8533
2021-10-12,0.8272
2021-10-13,0.8291
2021-10-14,0.8271
2021-10-15,0.8415
2021-10-18,0.8413
2021-10-19,0.8659
2021-10-20,0.8848
2021-10-21,0.8756
2021-10-22,0.8923
2021-10-25,0.8897
2021-10-26,0.8776
2021-10-27,0.8506
2021-10-28,0.8519
2021-10-29,0.8426
2021-11-01,0.834
2021-11-02,0.8353
2021-11-03,0.8315
2021-11-04,0.8424
2021-11-05,0.8304
2021-11-08,0.8197
2021-11-09,0.822
2021-11-10,0.8385
2021-11-11,0.855
2021-11-12,0.8668
2021-11-15,0.869
2021-11-16,0.8836
2021-11-17,0.8787
2021-11-18,0.852
2021-11-19,0.85
2021-11-22,0.8457
2021-11-23,0.8344
2021-11-24,0.83
2021-11-25,0.8387
2021-11-26,0.8126
2021-11-29,0.8052
2021-11-30,0.7956
2021-12-01,0.7979
2021-12-02,0.7935
2021-12-03,0.7827
2021-12-06,0.7581
2021-12-07,0.788
2021-12-08,0.7874
2021-12-09,0.8018
2021-12-10,0.7958
2021-12-13,0.7935
2021-12-14,0.7759
2021-12-15,0.7654
2021-12-16,0.7678
2021-12-17,0.752
2021-12-20,0.7322
2021-12-21,0.7443
2021-12-22,0.7531
2021-12-23,0.7468
2021-12-24,0.7449
