净值日期,累计净值
2021-08-27,0.5242
2021-08-30,0.532
2021-08-31,0.5477
2021-09-01,0.541
2021-09-02,0.5532
2021-09-03,0.5523
2021-09-06,0.5561
2021-09-07,0.5595
2021-09-08,0.5644
2021-09-09,0.5727
2021-09-10,0.5677
2021-09-13,0.582
2021-09-14,0.5729
2021-09-15,0.5778
2021-09-16,0.5626
2021-09-17,0.5672
2021-09-22,0.5794
2021-09-23,0.601
2021-09-24,0.5881
2021-09-27,0.5755
2021-09-28,0.5804
2021-09-29,0.5604
2021-09-30,0.5648
2021-10-08,0.5664
2021-10-11,0.5482
2021-10-12,0.5325
2021-10-13,0.5267
2021-10-14,0.5284
2021-10-15,0.524
2021-10-18,0.5306
2021-10-19,0.5313
2021-10-20,0.534
2021-10-21,0.5297
2021-10-22,0.5168
2021-10-25,0.5245
2021-10-26,0.5264
2021-10-27,0.5267
2021-10-28,0.5117
2021-10-29,0.5203
2021-11-01,0.5254
2021-11-02,0.5151
2021-11-03,0.5177
2021-11-04,0.5255
2021-11-05,0.5149
2021-11-08,0.5329
2021-11-09,0.5341
2021-11-10,0.5373
2021-11-11,0.5428
2021-11-12,0.545
2021-11-15,0.5519
2021-11-16,0.5478
2021-11-17,0.5539
2021-11-18,0.5566
2021-11-19,0.5604
2021-11-22,0.5647
2021-11-23,0.5674
2021-11-24,0.5712
2021-11-25,0.5689
2021-11-26,0.5777
2021-11-29,0.5776
2021-11-30,0.5801
2021-12-01,0.5873
2021-12-02,0.5785
2021-12-03,0.5847
2021-12-06,0.5752
2021-12-07,0.5665
2021-12-08,0.5735
2021-12-09,0.5716
2021-12-10,0.57
2021-12-13,0.5741
2021-12-14,0.5773
2021-12-15,0.5836
2021-12-16,0.5934
2021-12-17,0.5934
2021-12-20,0.5837
2021-12-21,0.5921
2021-12-22,0.5909
2021-12-23,0.5927
2021-12-24,0.5807
2021-12-27,0.5834
2021-12-28,0.5822
2021-12-29,0.5832
2021-12-30,0.5844
2021-12-31,0.5887
2022-01-04,0.5904
2022-01-05,0.5868
2022-01-06,0.5955
2022-01-07,0.5841
2022-01-10,0.5877
2022-01-11,0.5836
2022-01-12,0.5865
2022-01-13,0.5763
2022-01-14,0.57
2022-01-17,0.573
2022-01-18,0.5722
2022-01-19,0.5723
2022-01-20,0.5615
2022-01-21,0.5535
2022-01-24,0.5521
2022-01-25,0.5322
2022-01-26,0.5365
2022-01-27,0.5251
2022-01-28,0.5292
2022-02-07,0.5386
2022-02-08,0.5486
2022-02-09,0.5546
2022-02-10,0.5578
2022-02-11,0.551
2022-02-14,0.5468
2022-02-15,0.5459
2022-02-16,0.554
2022-02-17,0.5652
2022-02-18,0.5683
2022-02-21,0.5711
2022-02-22,0.5664
2022-02-23,0.5689
2022-02-24,0.5574
2022-02-25,0.5638
2022-02-28,0.5696
2022-03-01,0.5705
2022-03-02,0.5688
2022-03-03,0.5687
2022-03-04,0.5614
2022-03-07,0.5527
2022-03-08,0.5383
2022-03-09,0.5284
2022-03-10,0.5379
2022-03-11,0.5363
2022-03-14,0.5181
2022-03-15,0.49
2022-03-16,0.5033
2022-03-17,0.5086
2022-03-18,0.5147
2022-03-21,0.5204
2022-03-22,0.5184
2022-03-23,0.5166
2022-03-24,0.5113
2022-03-25,0.5092
2022-03-28,0.5079
2022-03-29,0.5039
2022-03-30,0.5095
2022-03-31,0.5088
2022-04-01,0.5092
2022-04-06,0.5122
2022-04-07,0.5024
2022-04-08,0.5014
2022-04-11,0.4859
2022-04-12,0.4922
2022-04-13,0.4844
2022-04-14,0.487
2022-04-15,0.4784
2022-04-18,0.4777
2022-04-19,0.4831
2022-04-20,0.479
2022-04-21,0.4617
2022-04-22,0.4588
2022-04-25,0.4266
2022-04-26,0.4167
2022-04-27,0.4288
2022-04-28,0.423
2022-04-29,0.4375
2022-05-05,0.4409
2022-05-06,0.4332
2022-05-09,0.4437
2022-05-10,0.4522
2022-05-11,0.4514
2022-05-12,0.4559
2022-05-13,0.4557
2022-05-16,0.454
2022-05-17,0.4554
2022-05-18,0.4565
2022-05-19,0.4614
2022-05-20,0.4668
2022-05-23,0.4713
2022-05-24,0.4545
2022-05-25,0.4627
2022-05-26,0.467
2022-05-27,0.4665
2022-05-30,0.4737
2022-05-31,0.4763
2022-06-01,0.4781
2022-06-02,0.4806
2022-06-06,0.4853
2022-06-07,0.4822
2022-06-08,0.4818
2022-06-09,0.4745
2022-06-10,0.481
2022-06-13,0.4813
2022-06-14,0.4805
2022-06-15,0.4768
2022-06-16,0.4775
2022-06-17,0.4819
2022-06-20,0.4881
2022-06-21,0.483
2022-06-22,0.4768
2022-06-23,0.4848
2022-06-24,0.4888
2022-06-27,0.494
2022-06-28,0.5005
2022-06-29,0.4912
2022-06-30,0.4935
2022-07-01,0.5022
2022-07-04,0.5093
2022-07-05,0.51
2022-07-06,0.5022
2022-07-07,0.5072
2022-07-08,0.5042
2022-07-11,0.4987
2022-07-12,0.4943
2022-07-13,0.5053
2022-07-14,0.5064
2022-07-15,0.5001
2022-07-18,0.5185
2022-07-19,0.5191
2022-07-20,0.5212
2022-07-21,0.5162
2022-07-22,0.5237
2022-07-25,0.5155
2022-07-26,0.5202
2022-07-27,0.5253
2022-07-28,0.5235
2022-07-29,0.5238
2022-08-01,0.5283
2022-08-02,0.5053
2022-08-03,0.4983
2022-08-04,0.5009
2022-08-05,0.5039
2022-08-08,0.509
2022-08-09,0.5092
2022-08-10,0.5116
2022-08-11,0.5165
2022-08-12,0.516
2022-08-15,0.5189
2022-08-16,0.5237
2022-08-17,0.5234
2022-08-18,0.5215
2022-08-19,0.5204
2022-08-22,0.526
2022-08-23,0.5277
2022-08-24,0.5153
2022-08-25,0.5133
2022-08-26,0.5112
2022-08-29,0.5128
2022-08-30,0.5078
2022-08-31,0.4928
2022-09-01,0.4884
2022-09-02,0.4903
2022-09-05,0.4957
2022-09-06,0.503
2022-09-07,0.5075
2022-09-08,0.5018
2022-09-09,0.5032
2022-09-13,0.4988
2022-09-14,0.4923
2022-09-15,0.4798
2022-09-16,0.468
2022-09-19,0.4629
2022-09-20,0.4709
2022-09-21,0.4747
2022-09-22,0.4733
2022-09-23,0.465
2022-09-26,0.4568
2022-09-27,0.464
2022-09-28,0.4527
2022-09-29,0.4502
2022-09-30,0.4467
2022-10-10,0.4392
2022-10-11,0.4457
2022-10-12,0.4564
