净值日期,累计净值
2019-07-19,1.0001
2019-07-26,1.0005
2019-08-02,1.002
2019-08-05,1.003
2019-08-06,1.0029
2019-08-07,1.0032
2019-08-08,1.0032
2019-08-09,1.0038
2019-08-12,1.0036
2019-08-13,1.0043
2019-08-14,1.0043
2019-08-15,1.0042
2019-08-16,1.004
2019-08-19,1.0044
2019-08-20,1.0043
2019-08-21,1.0039
2019-08-22,1.0038
2019-08-23,1.0038
2019-08-26,1.0046
2019-08-27,1.0043
2019-08-28,1.0045
2019-08-29,1.0036
2019-08-30,1.0029
2019-09-02,1.0027
2019-09-03,1.003
2019-09-04,1.0036
2019-09-05,1.0051
2019-09-06,1.0055
2019-09-09,1.0055
2019-09-10,1.0053
2019-09-11,1.0056
2019-09-12,1.0051
2019-09-16,1.0055
2019-09-17,1.0056
2019-09-18,1.0049
2019-09-19,1.0049
2019-09-20,1.0051
2019-09-23,1.0055
2019-09-24,1.0054
2019-09-25,1.0055
2019-09-26,1.0053
2019-09-27,1.0053
2019-09-30,1.0054
2019-10-08,1.0066
2019-10-09,1.0069
2019-10-10,1.0066
2019-10-11,1.0064
2019-10-14,1.0065
2019-10-15,1.0065
2019-10-16,1.0066
2019-10-17,1.007
2019-10-18,1.0067
2019-10-21,1.0063
2019-10-22,1.0062
2019-10-23,1.0064
2019-10-24,1.0067
2019-10-25,1.0065
2019-10-28,1.0055
2019-10-29,1.0043
2019-10-30,1.0022
2019-10-31,1.0026
2019-11-01,1.0031
2019-11-04,1.0026
2019-11-05,1.0044
2019-11-06,1.0052
2019-11-07,1.0051
2019-11-08,1.005
2019-11-11,1.006
2019-11-12,1.0059
2019-11-13,1.0063
2019-11-14,1.0066
2019-11-15,1.0077
2019-11-18,1.0095
2019-11-19,1.0111
2019-11-20,1.0115
2019-11-21,1.0122
2019-11-22,1.0121
2019-11-25,1.0113
2019-11-26,1.0117
2019-11-27,1.0118
2019-11-28,1.0121
2019-11-29,1.0127
2019-12-02,1.0122
2019-12-03,1.0127
2019-12-04,1.013
2019-12-05,1.0132
2019-12-06,1.013
2019-12-09,1.0129
2019-12-10,1.0133
2019-12-11,1.0137
2019-12-12,1.0149
2019-12-13,1.0148
2019-12-16,1.0149
2019-12-17,1.0144
2019-12-18,1.0145
2019-12-19,1.0152
2019-12-20,1.0164
2019-12-23,1.0179
2019-12-24,1.0185
2019-12-25,1.0188
2019-12-26,1.0194
2019-12-27,1.0194
2019-12-30,1.0193
2019-12-31,1.0195
2020-01-02,1.0189
2020-01-03,1.0185
2020-01-06,1.0193
2020-01-07,1.0191
2020-01-08,1.0195
2020-01-09,1.02
2020-01-10,1.0206
2020-01-13,1.0206
2020-01-14,1.02
2020-01-15,1.0203
2020-01-16,1.0204
2020-01-17,1.0208
2020-01-20,1.0219
2020-01-21,1.0225
2020-01-22,1.0226
2020-01-23,1.0233
2020-02-03,1.0287
