净值日期,单位净值,日增长率
2017-09-28,1.0,0.0
2017-09-29,1.0002,0.02
2017-10-13,1.0013,0.0
2017-10-20,1.0023,0.0
2017-10-27,1.0034,0.0
2017-10-30,1.004,0.0598
2017-10-31,1.0038,-0.0199
2017-11-01,1.0042,0.0398
2017-11-02,1.0046,0.0398
2017-11-03,1.0041,-0.0498
2017-11-06,1.0032,-0.0896
2017-11-07,1.0042,0.0997
2017-11-08,1.0044,0.0199
2017-11-09,1.0049,0.0498
2017-11-10,1.005,0.01
2017-11-13,1.0054,0.0398
2017-11-14,1.006,0.0597
2017-11-15,1.0056,-0.0398
2017-11-16,1.007,0.1392
2017-11-17,1.0106,0.3575
2017-11-20,1.0119,0.1286
2017-11-21,1.014,0.2075
2017-11-22,1.0162,0.217
2017-11-23,1.0119,-0.4231
2017-11-24,1.0123,0.0395
2017-11-27,1.0105,-0.1778
2017-11-28,1.0085,-0.1979
2017-11-29,1.0122,0.3669
2017-11-30,1.0087,-0.3458
2017-12-01,1.0084,-0.0297
2017-12-04,1.009,0.0595
2017-12-05,1.012,0.2973
2017-12-06,1.0103,-0.168
2017-12-07,1.0075,-0.2771
2017-12-08,1.0077,0.0199
2017-12-11,1.0104,0.2679
2017-12-12,1.0066,-0.3761
2017-12-13,1.0099,0.3278
2017-12-14,1.0081,-0.1782
2017-12-15,1.0054,-0.2678
2017-12-18,1.0064,0.0995
2017-12-19,1.0131,0.6657
2017-12-20,1.0121,-0.0987
2017-12-21,1.0178,0.5632
2017-12-22,1.0155,-0.226
2017-12-25,1.0154,-0.0098
2017-12-26,1.0207,0.522
2017-12-27,1.0128,-0.774
2017-12-28,1.0125,-0.0296
2017-12-29,1.0157,0.316
2017-12-31,1.0158,0.0
2018-01-02,1.0267,1.083
2018-01-03,1.0293,0.2532
2018-01-04,1.0283,-0.0972
2018-01-05,1.0367,0.8169
2018-01-08,1.0421,0.5209
2018-01-09,1.0421,0.0
2018-01-10,1.0487,0.6333
2018-01-11,1.0511,0.2289
2018-01-12,1.0546,0.333
2018-01-15,1.0653,1.0146
2018-01-16,1.0858,1.9243
2018-01-17,1.0933,0.6907
2018-01-18,1.1095,1.4818
2018-01-19,1.1119,0.2163
2018-01-22,1.116,0.3687
2018-01-23,1.1358,1.7742
2018-01-24,1.1458,0.8804
2018-01-25,1.1292,-1.4488
2018-01-26,1.1349,0.5048
