净值日期,单位净值,日增长率
2017-11-01,1.0,0.0
2017-11-02,1.0,0.0
2017-11-03,1.0002,0.02
2017-11-06,1.0002,0.0
2017-11-07,1.0002,0.0
2017-11-08,1.0002,0.0
2017-11-09,1.0002,0.0
2017-11-10,1.0039,0.3699
2017-11-13,1.0039,0.0
2017-11-14,1.0036,-0.0299
2017-11-15,1.0036,0.0
2017-11-16,1.0036,0.0
2017-11-17,1.0077,0.4085
2017-11-20,1.0077,0.0
2017-11-21,1.0077,0.0
2017-11-22,1.0077,0.0
2017-11-23,1.0077,0.0
2017-11-24,1.0046,-0.3076
2017-11-27,1.0046,0.0
2017-11-28,1.0046,0.0
2017-11-29,1.0046,0.0
2017-11-30,1.0046,0.0
2017-12-01,0.9908,-1.3737
2017-12-04,0.9908,0.0
2017-12-05,0.9908,0.0
2017-12-06,0.9908,0.0
2017-12-07,0.9908,0.0
2017-12-08,0.9882,-0.2624
2017-12-11,0.9882,0.0
2017-12-12,0.9882,0.0
2017-12-13,0.9882,0.0
2017-12-14,0.9882,0.0
2017-12-15,0.9833,-0.4959
2017-12-18,0.9833,0.0
2017-12-19,0.9941,1.0983
2017-12-20,0.9929,-0.1207
2017-12-21,1.0011,0.8259
2017-12-22,1.0,-0.1099
2017-12-25,0.9995,-0.05
2017-12-26,1.004,0.4502
2017-12-27,0.9909,-1.3048
2017-12-28,0.9994,0.8578
2017-12-29,1.0041,0.4703
2017-12-30,1.004,0.0
2017-12-31,1.004,0.0
2018-01-02,1.0201,1.5935
2018-01-03,1.0259,0.5686
2018-01-04,1.0306,0.4581
2018-01-05,1.0367,0.5919
2018-01-08,1.0471,1.0032
2018-01-09,1.0512,0.3916
2018-01-10,1.0563,0.4852
2018-01-11,1.0492,-0.6722
2018-01-12,1.0549,0.5433
2018-01-15,1.0532,-0.1612
2018-01-16,1.0601,0.6551
2018-01-17,1.0571,-0.283
2018-01-18,1.0658,0.823
2018-01-19,1.0682,0.2252
2018-01-22,1.0777,0.8893
2018-01-23,1.089,1.0485
2018-01-24,1.0916,0.2388
2018-01-25,1.0876,-0.3664
2018-01-26,1.0948,0.662
2018-01-29,1.0835,-1.0322
2018-01-30,1.0687,-1.3659
2018-01-31,1.0737,0.4679
2018-02-01,1.0722,-0.1397
2018-02-02,1.0814,0.858
2018-02-05,1.0905,0.8415
2018-02-06,1.0614,-2.6685
2018-02-07,1.0335,-2.6286
2018-02-08,1.0181,-1.4901
2018-02-09,0.9723,-4.4986
2018-02-12,0.981,0.8948
2018-02-13,0.9935,1.2742
2018-02-14,0.9996,0.614
2018-02-22,1.0227,2.3109
2018-02-23,1.0283,0.5476
2018-02-26,1.0375,0.8947
2018-02-27,1.019,-1.7831
2018-02-28,1.0104,-0.844
2018-03-01,1.0139,0.3464
2018-03-02,1.0071,-0.6707
2018-03-05,1.004,-0.3078
2018-03-06,1.0174,1.3347
2018-03-07,1.0085,-0.8748
2018-03-08,1.0166,0.8032
2018-03-09,1.0227,0.6
2018-03-12,1.0266,0.3813
2018-03-13,1.0195,-0.6916
2018-03-14,1.016,-0.3433
2018-03-15,1.0208,0.4724
2018-03-16,1.0107,-0.9894
2018-03-19,1.0085,-0.2177
2018-03-20,1.0095,0.0992
2018-03-21,1.0058,-0.3665
2018-03-22,0.9995,-0.6264
2018-03-23,0.9874,-1.2106
2018-03-26,0.9855,-0.1924
2018-03-27,0.9892,0.3754
2018-03-28,0.9821,-0.7178
2018-03-29,0.9871,0.5091
2018-03-30,0.9899,0.2837
2018-04-02,0.9886,-0.1313
2018-04-03,0.9814,-0.7283
2018-04-04,0.9756,-0.591
2018-04-09,0.9759,0.0308
2018-04-10,0.9801,0.4304
2018-04-11,0.9808,0.0714
2018-04-12,0.9763,-0.4588
2018-04-13,0.9755,-0.0819
2018-04-16,0.9718,-0.3793
