净值日期,单位净值,日增长率
2019-06-05,1.0,0.0
2019-06-06,1.0,0.0
2019-06-14,1.002,0.0
2019-06-20,1.0095,0.0
2019-06-21,1.0101,0.0594
2019-06-24,1.0114,0.1287
2019-06-25,1.0103,-0.1088
2019-06-26,1.0105,0.0198
2019-06-27,1.0136,0.3068
2019-06-28,1.0132,-0.0395
2019-06-30,1.0131,0.0
2019-07-01,1.0202,0.6909
2019-07-02,1.0207,0.049
2019-07-03,1.0172,-0.3429
2019-07-04,1.0159,-0.1278
2019-07-05,1.0168,0.0886
2019-07-08,1.0093,-0.7376
2019-07-09,1.0091,-0.0198
2019-07-10,1.0082,-0.0892
2019-07-11,1.0075,-0.0694
2019-07-12,1.0098,0.2283
2019-07-15,1.0102,0.0396
2019-07-16,1.0076,-0.2574
2019-07-17,1.0087,0.1092
2019-07-18,1.006,-0.2677
2019-07-19,1.0071,0.1093
2019-07-22,1.0051,-0.1986
2019-07-23,1.0085,0.3383
2019-07-24,1.0128,0.4264
2019-07-25,1.0147,0.1876
2019-07-26,1.0159,0.1183
2019-07-29,1.0129,-0.2953
2019-07-30,1.0121,-0.079
2019-07-31,1.0105,-0.1581
2019-08-01,1.0076,-0.287
2019-08-02,1.0031,-0.4466
2019-08-05,0.9939,-0.9172
2019-08-06,0.9931,-0.0805
2019-08-07,0.9906,-0.2517
2019-08-08,1.0044,1.3931
2019-08-09,1.0019,-0.2489
2019-08-12,1.0084,0.6488
2019-08-13,1.0078,-0.0595
2019-08-14,1.0125,0.4664
2019-08-15,1.0147,0.2173
2019-08-16,1.0138,-0.0887
2019-08-19,1.0291,1.5092
2019-08-20,1.0301,0.0972
2019-08-21,1.0313,0.1165
2019-08-22,1.0344,0.3006
2019-08-23,1.0387,0.4157
2019-08-26,1.0312,-0.7221
2019-08-27,1.0418,1.0279
2019-08-28,1.0379,-0.3744
2019-08-29,1.0391,0.1156
2019-08-30,1.0442,0.4908
2019-09-02,1.0511,0.6608
2019-09-03,1.0547,0.3425
2019-09-04,1.0566,0.1801
2019-09-05,1.0697,1.2398
2019-09-06,1.0743,0.43
2019-09-09,1.0897,1.4335
2019-09-10,1.0865,-0.2937
2019-09-11,1.0785,-0.7363
2019-09-12,1.0853,0.6305
2019-09-16,1.0788,-0.5989
2019-09-17,1.0656,-1.2236
2019-09-18,1.0688,0.3003
2019-09-19,1.0754,0.6175
2019-09-20,1.0793,0.3627
2019-09-23,1.0704,-0.8246
2019-09-24,1.0702,-0.0187
2019-09-25,1.0634,-0.6354
2019-09-26,1.0582,-0.489
2019-09-27,1.0621,0.3686
2019-09-30,1.0559,-0.5837
2019-10-08,1.0544,-0.1421
2019-10-09,1.053,-0.1328
2019-10-10,1.0622,0.8737
2019-10-11,1.0664,0.3954
2019-10-14,1.0734,0.6564
2019-10-15,1.0637,-0.9037
2019-10-16,1.0652,0.141
2019-10-17,1.0669,0.1596
2019-10-18,1.0552,-1.0966
2019-10-21,1.058,0.2654
2019-10-22,1.0635,0.5198
2019-10-23,1.0561,-0.6958
2019-10-24,1.053,-0.2935
2019-10-25,1.0578,0.4558
2019-10-28,1.0635,0.5389
2019-10-29,1.0649,0.1316
2019-10-30,1.063,-0.1784
2019-10-31,1.0658,0.2634
2019-11-01,1.0794,1.276
2019-11-04,1.0908,1.0561
2019-11-05,1.099,0.7517
2019-11-06,1.096,-0.273
2019-11-07,1.1015,0.5018
2019-11-08,1.0967,-0.4358
2019-11-11,1.0823,-1.313
2019-11-12,1.082,-0.0277
2019-11-13,1.0906,0.7948
2019-11-14,1.0945,0.3576
2019-11-15,1.0877,-0.6213
2019-11-18,1.0945,0.6252
2019-11-19,1.1067,1.1147
2019-11-20,1.103,-0.3343
2019-11-21,1.0955,-0.68
2019-11-22,1.085,-0.9585
2019-11-25,1.0878,0.2581
2019-11-26,1.0914,0.3309
2019-11-27,1.0854,-0.5498
2019-11-28,1.0817,-0.3409
2019-11-29,1.0749,-0.6286
2019-12-02,1.0826,0.7163
2019-12-03,1.0879,0.4896
2019-12-04,1.0889,0.0919
2019-12-05,1.0957,0.6245
2019-12-06,1.106,0.94
2019-12-09,1.1131,0.642
2019-12-10,1.123,0.8894
2019-12-11,1.1177,-0.472
2019-12-12,1.1223,0.4116
2019-12-13,1.1336,1.0069
2019-12-16,1.1474,1.2174
2019-12-17,1.1573,0.8628
2019-12-18,1.1572,-0.0086
2019-12-19,1.1529,-0.3716
2019-12-20,1.1515,-0.1214
2019-12-23,1.1403,-0.9726
2019-12-24,1.1525,1.0699
2019-12-25,1.1544,0.1649
2019-12-26,1.1577,0.2859
2019-12-27,1.154,-0.3196
2019-12-30,1.1657,1.0139
2019-12-31,1.1679,0.1887
2020-01-02,1.1774,0.8134
2020-01-03,1.1706,-0.5775
2020-01-06,1.1657,-0.4186
2020-01-07,1.183,1.4841
2020-01-08,1.177,-0.5072
2020-01-09,1.1977,1.7587
2020-01-10,1.1931,-0.3841
2020-01-13,1.209,1.3327
2020-01-14,1.2058,-0.2647
2020-01-15,1.2039,-0.1576
2020-01-16,1.2121,0.6811
2020-01-17,1.2176,0.4538
2020-01-20,1.2257,0.6652
2020-01-21,1.214,-0.9546
2020-01-22,1.2265,1.0297
2020-01-23,1.192,-2.8129
2020-02-03,1.1239,-5.7131
2020-02-04,1.1718,4.2619
2020-02-05,1.191,1.6385
2020-02-06,1.2126,1.8136
2020-02-07,1.2216,0.7422
2020-02-10,1.219,-0.2128
2020-02-11,1.2254,0.525
2020-02-12,1.2451,1.6076
2020-02-13,1.2339,-0.8995
2020-02-14,1.2422,0.6727
2020-02-17,1.2665,1.9562
2020-02-18,1.2692,0.2132
2020-02-19,1.2731,0.3073
2020-02-20,1.2865,1.0525
2020-02-21,1.2972,0.8317
2020-02-24,1.3018,0.3546
2020-02-25,1.2996,-0.169
2020-02-26,1.2687,-2.3777
2020-02-27,1.2724,0.2916
2020-02-28,1.2396,-2.5778
2020-03-02,1.2736,2.7428
2020-03-03,1.2917,1.4212
2020-03-04,1.294,0.1781
2020-03-05,1.3061,0.9351
2020-03-06,1.2964,-0.7427
2020-03-09,1.2605,-2.7692
2020-03-10,1.2778,1.3725
2020-03-11,1.2573,-1.6043
2020-03-12,1.2353,-1.7498
2020-03-13,1.2276,-0.6233
2020-03-16,1.1784,-4.0078
2020-03-17,1.1797,0.1103
2020-03-18,1.1631,-1.4071
2020-03-19,1.1519,-0.9629
2020-03-20,1.1718,1.7276
2020-03-23,1.1352,-3.1234
2020-03-24,1.1627,2.4225
2020-03-25,1.1934,2.6404
2020-03-26,1.1975,0.3436
2020-03-27,1.1965,-0.0835
2020-03-30,1.1762,-1.6966
2020-03-31,1.1825,0.5356
2020-04-01,1.1816,-0.0761
