净值日期,单位净值,日增长率
2018-02-11,1.0,0.0
2018-02-12,1.0001,0.0
2018-02-13,1.0002,0.01
2018-02-14,1.0002,0.0
2018-02-22,1.0006,0.04
2018-02-23,1.0006,0.0
2018-02-26,1.0007,0.01
2018-02-27,1.0007,0.0
2018-02-28,1.0008,0.01
2018-03-01,1.001,0.02
2018-03-02,1.001,0.0
2018-03-05,1.0011,0.01
2018-03-06,1.0014,0.03
2018-03-07,1.0014,0.0
2018-03-08,1.0012,-0.02
2018-03-09,1.0012,0.0
2018-03-12,1.0012,0.0
2018-03-13,1.0012,0.0
2018-03-14,1.0012,0.0
2018-03-15,1.0012,0.0
2018-03-16,1.0012,0.0
2018-03-19,1.0013,0.01
2018-03-20,1.0013,0.0
2018-03-21,1.0024,0.1099
2018-03-22,1.0013,-0.1097
2018-03-23,0.9953,-0.5992
2018-03-26,0.995,-0.0301
2018-03-27,0.9972,0.2211
2018-03-28,0.9933,-0.3911
2018-03-29,1.003,0.9765
2018-03-30,1.0087,0.5683
2018-04-02,1.0098,0.1091
2018-04-03,1.0058,-0.3961
2018-04-04,1.0029,-0.2883
2018-04-09,1.0036,0.0698
2018-04-10,1.0072,0.3587
2018-04-11,1.0097,0.2482
2018-04-12,0.9998,-0.9805
2018-04-13,0.9958,-0.4001
2018-04-16,0.9842,-1.1649
2018-04-17,0.972,-1.2396
2018-04-18,0.982,1.0288
2018-04-19,0.9868,0.4888
2018-04-20,0.9665,-2.0572
2018-04-23,0.9589,-0.7863
2018-04-24,0.9742,1.5956
2018-04-25,0.9729,-0.1334
2018-04-26,0.9623,-1.0895
2018-04-27,0.9616,-0.0727
2018-05-02,0.9684,0.7072
2018-05-03,0.9779,0.981
2018-05-04,0.9703,-0.7772
2018-05-07,0.9803,1.0306
2018-05-08,0.9873,0.7141
2018-05-09,0.9826,-0.476
2018-05-10,0.9836,0.1018
2018-05-11,0.9786,-0.5083
2018-05-14,0.974,-0.4701
2018-05-15,0.9813,0.7495
2018-05-16,0.9776,-0.3771
2018-05-17,0.9742,-0.3478
2018-05-18,0.9764,0.2258
2018-05-21,0.9786,0.2253
2018-05-22,0.9735,-0.5212
2018-05-23,0.9577,-1.623
2018-05-24,0.9541,-0.3759
2018-05-25,0.9468,-0.7651
2018-05-28,0.9413,-0.5809
2018-05-29,0.9416,0.0319
2018-05-30,0.932,-1.0195
2018-05-31,0.9408,0.9442
2018-06-01,0.9349,-0.6271
2018-06-04,0.9358,0.0963
2018-06-05,0.9402,0.4702
2018-06-06,0.9423,0.2234
2018-06-07,0.941,-0.138
2018-06-08,0.9339,-0.7545
2018-06-11,0.9333,-0.0642
2018-06-12,0.938,0.5036
2018-06-13,0.9346,-0.3625
2018-06-14,0.9347,0.0107
2018-06-15,0.9262,-0.9094
2018-06-19,0.9096,-1.7923
2018-06-20,0.9047,-0.5387
2018-06-21,0.9038,-0.0995
2018-06-22,0.9108,0.7745
2018-06-25,0.9033,-0.8235
2018-06-26,0.9001,-0.3543
2018-06-27,0.8948,-0.5888
2018-06-28,0.8903,-0.5029
2018-06-29,0.9043,1.5725
2018-06-30,0.9043,0.0
2018-07-02,0.8896,-1.6256
2018-07-03,0.8917,0.2361
2018-07-04,0.883,-0.9757
2018-07-05,0.8733,-1.0985
2018-07-06,0.8724,-0.1031
2018-07-09,0.889,1.9028
2018-07-10,0.8956,0.7424
2018-07-11,0.8773,-2.0433
2018-07-12,0.8899,1.4362
2018-07-13,0.8897,-0.0225
2018-07-16,0.8917,0.2248
2018-07-17,0.894,0.2579
2018-07-18,0.886,-0.8949
2018-07-19,0.8823,-0.4176
2018-07-20,0.8911,0.9974
2018-07-23,0.8994,0.9314
2018-07-24,0.9019,0.278
2018-07-25,0.9,-0.2107
2018-07-26,0.8941,-0.6556
2018-07-27,0.889,-0.5704
2018-07-30,0.8846,-0.4949
2018-07-31,0.8819,-0.3052
2018-08-01,0.8753,-0.7484
2018-08-02,0.8568,-2.1136
2018-08-03,0.8431,-1.599
2018-08-06,0.8231,-2.3722
2018-08-07,0.8458,2.7579
2018-08-08,0.8309,-1.7616
2018-08-09,0.8696,4.6576
2018-08-10,0.8724,0.322
2018-08-13,0.8841,1.3411
2018-08-14,0.8785,-0.6334
2018-08-15,0.862,-1.8782
2018-08-16,0.8613,-0.0812
2018-08-17,0.8442,-1.9854
2018-08-20,0.8493,0.6041
2018-08-21,0.8564,0.836
2018-08-22,0.8483,-0.9458
2018-08-23,0.8561,0.9195
2018-08-24,0.8543,-0.2103
2018-08-27,0.8715,2.0133
2018-08-28,0.8716,0.0115
2018-08-29,0.8662,-0.6196
2018-08-30,0.8516,-1.6855
2018-08-31,0.8467,-0.5754
2018-09-03,0.8479,0.1417
2018-09-04,0.8583,1.2266
2018-09-05,0.8437,-1.701
2018-09-06,0.8433,-0.0474
2018-09-07,0.8353,-0.9487
2018-09-10,0.8161,-2.2986
2018-09-11,0.8182,0.2573
2018-09-12,0.8151,-0.3789
2018-09-13,0.8237,1.0551
2018-09-14,0.81,-1.6632
2018-09-17,0.8005,-1.1728
2018-09-18,0.816,1.9363
2018-09-19,0.8272,1.3725
2018-09-20,0.8258,-0.1692
2018-09-21,0.832,0.7508
2018-09-25,0.8294,-0.3125
2018-09-26,0.8326,0.3858
2018-09-27,0.8254,-0.8648
2018-09-28,0.8257,0.0363
2018-10-08,0.8066,-2.3132
2018-10-09,0.7994,-0.8926
2018-10-10,0.7978,-0.2002
2018-10-11,0.7628,-4.3871
2018-10-12,0.7716,1.1536
2018-10-15,0.7629,-1.1275
2018-10-16,0.7504,-1.6385
2018-10-17,0.7578,0.9861
2018-10-18,0.7408,-2.2433
2018-10-19,0.7587,2.4163
2018-10-22,0.7787,2.6361
2018-10-23,0.7691,-1.2328
2018-10-24,0.7657,-0.4421
2018-10-25,0.7617,-0.5224
2018-10-26,0.758,-0.4858
2018-10-29,0.7553,-0.3562
2018-10-30,0.757,0.2251
2018-10-31,0.7628,0.7662
2018-11-01,0.7658,0.3933
2018-11-02,0.7809,1.9718
2018-11-05,0.7761,-0.6147
2018-11-06,0.7753,-0.1031
2018-11-07,0.7736,-0.2193
2018-11-08,0.7692,-0.5688
2018-11-09,0.7675,-0.221
2018-11-12,0.7753,1.0163
2018-11-13,0.7788,0.4514
2018-11-14,0.7742,-0.5907
2018-11-15,0.786,1.5242
2018-11-16,0.789,0.3817
2018-11-19,0.7904,0.1774
2018-11-20,0.7737,-2.1129
2018-11-21,0.7763,0.336
2018-11-22,0.7736,-0.3478
2018-11-23,0.7542,-2.5078
2018-11-26,0.7539,-0.0398
2018-11-27,0.753,-0.1194
2018-11-28,0.7592,0.8234
2018-11-29,0.7508,-1.1064
2018-11-30,0.7552,0.586
2018-12-03,0.7678,1.6684
2018-12-04,0.772,0.547
2018-12-05,0.7665,-0.7124
2018-12-06,0.7527,-1.8004
2018-12-07,0.7468,-0.7838
2018-12-10,0.738,-1.1784
2018-12-11,0.7422,0.5691
2018-12-12,0.7407,-0.2021
2018-12-13,0.7468,0.8235
2018-12-14,0.7332,-1.8211
2018-12-17,0.7321,-0.15
2018-12-18,0.7298,-0.3142
2018-12-19,0.7241,-0.781
2018-12-20,0.7225,-0.221
2018-12-21,0.7236,0.1522
2018-12-24,0.7234,-0.0276
2018-12-25,0.7219,-0.2074
2018-12-26,0.7192,-0.374
2018-12-27,0.7126,-0.9177
2018-12-28,0.7146,0.2807
2018-12-31,0.7146,0.0
2019-01-02,0.7109,-0.5178
2019-01-03,0.7049,-0.844
2019-01-04,0.7126,1.0924
2019-01-07,0.7141,0.2105
2019-01-08,0.7116,-0.3501
2019-01-09,0.7177,0.8572
2019-01-10,0.7166,-0.1533
2019-01-11,0.7192,0.3628
2019-01-14,0.7137,-0.7647
2019-01-15,0.7225,1.233
2019-01-16,0.7232,0.0969
2019-01-17,0.7222,-0.1383
2019-01-18,0.7318,1.3293
2019-01-21,0.7359,0.5603
2019-01-22,0.7301,-0.7882
2019-01-23,0.731,0.1233
2019-01-24,0.7339,0.3967
2019-01-25,0.7388,0.6677
2019-01-28,0.7387,-0.0135
2019-01-29,0.7425,0.5144
2019-01-30,0.7382,-0.5791
2019-01-31,0.7424,0.569
2019-02-01,0.7489,0.8755
2019-02-11,0.7582,1.2418
2019-02-12,0.7643,0.8045
2019-02-13,0.773,1.1383
2019-02-14,0.7751,0.2717
