净值日期,单位净值,日增长率
2016-03-23,1.315,0.0
2016-03-24,1.315,0.0
2016-03-25,1.315,0.0
2016-03-28,1.315,0.0
2016-03-29,1.315,0.0
2016-03-30,1.316,0.076
2016-03-31,1.317,0.076
2016-04-01,1.317,0.0
2016-04-05,1.318,0.0759
2016-04-06,1.318,0.0
2016-04-07,1.318,0.0
2016-04-08,1.318,0.0
2016-04-11,1.319,0.0759
2016-04-12,1.318,-0.0758
2016-04-13,1.319,0.0759
2016-04-14,1.319,0.0
2016-04-15,1.319,0.0
2016-04-18,1.319,0.0
2016-04-19,1.319,0.0
2016-04-20,1.316,-0.2274
2016-04-21,1.316,0.0
2016-04-22,1.318,0.152
2016-04-25,1.317,-0.0759
2016-04-26,1.32,0.2278
2016-04-27,1.322,0.1515
2016-04-28,1.323,0.0756
2016-04-29,1.325,0.1512
2016-05-03,1.33,0.3774
2016-05-04,1.331,0.0752
2016-05-05,1.332,0.0751
2016-05-06,1.328,-0.3003
2016-05-09,1.325,-0.2259
2016-05-10,1.325,0.0
2016-05-11,1.325,0.0
2016-05-12,1.326,0.0755
2016-05-13,1.326,0.0
2016-05-16,1.329,0.2262
2016-05-17,1.328,-0.0752
2016-05-18,1.324,-0.3012
2016-05-19,1.325,0.0755
2016-05-20,1.326,0.0755
2016-05-23,1.328,0.1508
2016-05-24,1.327,-0.0753
2016-05-25,1.327,0.0
2016-05-26,1.327,0.0
2016-05-27,1.327,0.0
2016-05-30,1.326,-0.0754
2016-05-31,1.331,0.3771
2016-06-01,1.332,0.0751
2016-06-02,1.333,0.0751
2016-06-03,1.334,0.075
2016-06-06,1.3351,0.0825
2016-06-07,1.3359,0.0599
2016-06-08,1.3356,-0.0225
2016-06-13,1.3281,-0.5615
2016-06-14,1.3293,0.0904
2016-06-15,1.3348,0.4138
2016-06-16,1.3351,0.0225
2016-06-17,1.3356,0.0375
2016-06-20,1.3366,0.0749
2016-06-21,1.3359,-0.0524
2016-06-22,1.338,0.1572
2016-06-23,1.3373,-0.0523
2016-06-24,1.3359,-0.1047
2016-06-27,1.3392,0.247
2016-06-28,1.3394,0.0149
2016-06-29,1.3397,0.0224
2016-06-30,1.3397,0.0
2016-07-01,1.3395,-0.0149
2016-07-04,1.3418,0.1717
2016-07-05,1.3421,0.0224
2016-07-06,1.3424,0.0224
2016-07-07,1.3428,0.0298
2016-07-08,1.3426,-0.0149
2016-07-11,1.3419,-0.0521
2016-07-12,1.3452,0.2459
2016-07-13,1.3458,0.0446
2016-07-14,1.3459,0.0074
2016-07-15,1.3474,0.1114
2016-07-18,1.347,-0.0297
2016-07-19,1.3468,-0.0148
2016-07-20,1.3467,-0.0074
2016-07-21,1.3473,0.0446
2016-07-22,1.3466,-0.052
2016-07-25,1.3457,-0.0668
2016-07-26,1.3496,0.2898
2016-07-27,1.3435,-0.452
2016-07-28,1.3445,0.0744
2016-07-29,1.3447,0.0149
2016-08-01,1.3426,-0.1562
2016-08-02,1.3436,0.0745
2016-08-03,1.3439,0.0223
2016-08-04,1.3443,0.0298
2016-08-05,1.3437,-0.0446
2016-08-08,1.3447,0.0744
2016-08-09,1.3461,0.1041
2016-08-10,1.3456,-0.0371
2016-08-11,1.3443,-0.0966
2016-08-12,1.0032,0.1116
2016-08-15,1.0058,0.2592
2016-08-16,1.0063,0.0497
2016-08-17,1.0066,0.0298
2016-08-18,1.0063,-0.0298
2016-08-19,1.024,1.7589
2016-08-22,1.024,0.0
2016-08-23,1.0249,0.0879
2016-08-24,1.0248,-0.0098
2016-08-25,1.0249,0.0098
2016-08-26,1.0248,-0.0098
2016-08-29,1.0247,-0.0098
2016-08-30,1.0247,0.0
2016-08-31,1.0247,0.0
2016-09-01,1.0247,0.0
2016-09-02,1.0248,0.0098
2016-09-05,1.0247,-0.0098
2016-09-06,1.0161,-0.8393
2016-09-07,1.0156,-0.0492
2016-09-08,1.0141,-0.1477
2016-09-09,1.0131,-0.0986
2016-09-12,1.0123,-0.079
2016-09-13,1.0123,0.0
2016-09-14,1.0121,-0.0198
2016-09-19,1.0125,0.0395
2016-09-20,1.0125,0.0
