净值日期,单位净值,日增长率
2020-06-28,1.0,0.0
2020-06-29,1.0,0.0
2020-06-30,1.0,0.0
2020-07-03,1.0019,0.0
2020-07-10,1.0275,0.0
2020-07-16,0.9849,0.0
2020-07-17,0.9912,0.6397
2020-07-24,0.982,0.0
2020-07-31,1.0202,0.0
2020-08-07,1.0289,0.0
2020-08-14,0.991,0.0
2020-08-21,0.9476,0.0
2020-08-28,0.9643,0.0
2020-09-04,0.9744,0.0
2020-09-11,0.916,0.0
2020-09-18,0.9435,0.0
2020-09-25,0.9165,0.0
2020-09-28,0.9307,1.55
2020-09-29,0.9399,0.99
2020-09-30,0.9455,0.6
2020-10-09,0.9955,5.29
2020-10-12,1.0174,2.2
2020-10-13,1.0309,1.33
2020-10-14,1.0228,-0.79
2020-10-15,1.0041,-1.83
2020-10-16,0.9923,-1.18
2020-10-19,0.9656,-2.69
2020-10-20,0.9875,2.27
2020-10-21,0.9658,-2.2
2020-10-22,0.9615,-0.45
2020-10-23,0.941,-2.13
2020-10-26,0.9684,2.91
2020-10-27,0.9875,1.97
2020-10-28,1.0034,1.61
2020-10-29,1.0051,0.17
2020-10-30,1.0066,0.15
2020-11-02,1.0442,3.74
2020-11-03,1.0307,-1.29
2020-11-04,1.0232,-0.73
2020-11-05,1.07,4.57
2020-11-06,1.0511,-1.77
2020-11-09,1.0589,0.74
2020-11-10,1.0629,0.38
2020-11-11,1.0392,-2.23
2020-11-12,1.0523,1.26
2020-11-13,1.0572,0.47
2020-11-16,1.0507,-0.61
2020-11-17,1.0133,-3.56
2020-11-18,0.9942,-1.88
2020-11-19,1.0063,1.22
2020-11-20,1.0344,2.79
2020-11-23,1.0638,2.84
2020-11-24,1.0708,0.66
2020-11-25,1.0465,-2.27
2020-11-26,1.039,-0.72
2020-11-27,1.035,-0.38
2020-11-30,1.0303,-0.45
2020-12-01,1.0413,1.07
2020-12-02,1.0307,-1.02
2020-12-03,1.0319,0.12
2020-12-04,1.0428,1.06
2020-12-07,1.0632,1.96
2020-12-08,1.0854,2.09
2020-12-09,1.0827,-0.25
2020-12-10,1.1077,2.31
2020-12-11,1.101,-0.6
2020-12-14,1.1459,4.08
2020-12-15,1.164,1.58
2020-12-16,1.1688,0.41
2020-12-17,1.177,0.7
2020-12-18,1.2058,2.45
2020-12-21,1.2711,5.42
2020-12-22,1.2447,-2.08
2020-12-23,1.2814,2.95
2020-12-24,1.2717,-0.76
2020-12-25,1.3162,3.5
2020-12-28,1.3134,-0.21
2020-12-29,1.2496,-4.86
2020-12-30,1.2869,2.98
2020-12-31,1.3123,1.97
2021-01-04,1.4119,7.59
2021-01-05,1.4175,0.4
2021-01-06,1.4151,-0.17
2021-01-07,1.4724,4.05
2021-01-08,1.4476,-1.68
2021-01-11,1.3973,-3.47
2021-01-12,1.4426,3.24
2021-01-13,1.4026,-2.77
2021-01-14,1.3589,-3.12
2021-01-15,1.3892,2.23
2021-01-18,1.4045,1.1
2021-01-19,1.3626,-2.98
2021-01-20,1.4282,4.81
2021-01-21,1.4751,3.28
2021-01-22,1.5426,4.58
2021-01-25,1.5549,0.8
2021-01-26,1.5233,-2.03
2021-01-27,1.56,2.41
2021-01-28,1.4994,-3.88
2021-01-29,1.4698,-1.97
2021-02-01,1.4458,-1.63
2021-02-02,1.5113,4.53
2021-02-03,1.5178,0.43
2021-02-04,1.4802,-2.48
2021-02-05,1.4453,-2.36
2021-02-08,1.4659,1.43
2021-02-09,1.5243,3.98
2021-02-10,1.5573,2.16
2021-02-18,1.5474,-0.64
2021-02-19,1.5131,-2.22
2021-02-22,1.4867,-1.74
2021-02-23,1.4659,-1.4
2021-02-24,1.3866,-5.41
2021-02-25,1.3698,-1.21
