净值日期,单位净值,日增长率
2018-05-30,1.0,0.0
2018-06-01,1.0,0.0
2018-06-08,0.9997,0.0
2018-06-15,0.9973,0.0
2018-06-22,0.9952,0.0
2018-06-29,0.9935,0.0
2018-06-30,0.9934,0.0
2018-07-06,0.9905,0.0
2018-07-13,0.9916,0.0
2018-07-16,0.9909,-0.0706
2018-07-17,0.9907,-0.0202
2018-07-18,0.9903,-0.0404
2018-07-19,0.9875,-0.2827
2018-07-20,0.9913,0.3848
2018-07-23,0.9918,0.0504
2018-07-24,1.0011,0.9377
2018-07-25,1.0045,0.3396
2018-07-26,0.9898,-1.4634
2018-07-27,0.9902,0.0404
2018-07-30,0.9896,-0.0606
2018-07-31,0.9868,-0.2829
2018-08-01,0.9826,-0.4256
2018-08-02,0.9777,-0.4987
2018-08-03,0.9744,-0.3375
2018-08-06,0.9734,-0.1026
2018-08-07,0.9843,1.1198
2018-08-08,0.9809,-0.3454
2018-08-09,0.9886,0.785
2018-08-10,0.9883,-0.0303
2018-08-13,0.9839,-0.4452
2018-08-14,0.9815,-0.2439
2018-08-15,0.9712,-1.0494
2018-08-16,0.9722,0.103
2018-08-17,0.9689,-0.3394
2018-08-20,0.9679,-0.1032
2018-08-21,0.9694,0.155
2018-08-22,0.97,0.0619
2018-08-23,0.9732,0.3299
2018-08-24,0.9763,0.3185
2018-08-27,0.9808,0.4609
2018-08-28,0.9799,-0.0918
2018-08-29,0.9823,0.2449
2018-08-30,0.9784,-0.397
2018-08-31,0.9782,-0.0204
2018-09-04,0.9775,0.0
2018-09-05,0.9687,-0.9003
2018-09-06,0.9663,-0.2478
2018-09-07,0.9658,-0.0517
2018-09-10,0.9629,-0.3003
2018-09-11,0.9653,0.2492
2018-09-12,0.9653,0.0
2018-09-13,0.9687,0.3522
2018-09-14,0.9666,-0.2168
2018-09-17,0.9598,-0.7035
2018-09-18,0.9661,0.6564
2018-09-19,0.9663,0.0207
2018-09-20,0.9688,0.2587
2018-09-21,0.9738,0.5161
2018-09-26,0.9758,0.0
2018-09-27,0.9743,-0.1537
2018-09-28,0.9763,0.2053
2018-10-08,0.9499,-2.7041
2018-10-09,0.9498,-0.0105
2018-10-10,0.9387,-1.1687
