净值日期,单位净值,日增长率
2020-08-13,1.0,0.0
2020-08-14,1.0,0.0
2020-08-21,0.9999,0.0
2020-08-28,1.014,0.0
2020-09-04,0.9983,0.0
2020-09-11,0.9826,0.0
2020-09-18,0.9799,0.0
2020-09-25,0.9703,0.0
2020-09-30,0.9781,0.0
2020-10-09,0.9887,1.08
2020-10-16,0.9982,0.0
2020-10-23,0.9793,0.0
2020-10-30,0.9929,0.0
2020-11-06,0.9977,0.0
2020-11-11,0.9841,0.0
2020-11-12,0.9942,1.03
2020-11-13,0.9947,0.05
2020-11-16,1.0076,1.3
2020-11-17,0.9936,-1.39
2020-11-18,0.9848,-0.89
2020-11-19,0.99,0.53
2020-11-20,1.0009,1.1
2020-11-23,0.9979,-0.3
2020-11-24,0.9943,-0.36
2020-11-25,0.9712,-2.32
2020-11-26,0.9754,0.43
2020-11-27,0.979,0.37
2020-11-30,0.9654,-1.39
2020-12-01,0.9817,1.69
2020-12-02,0.9765,-0.53
2020-12-03,0.9889,1.27
2020-12-04,1.0108,2.21
2020-12-07,1.0111,0.03
2020-12-08,1.0153,0.42
2020-12-09,1.0103,-0.49
2020-12-10,1.0168,0.64
2020-12-11,1.0199,0.3
2020-12-14,1.0288,0.87
2020-12-15,1.0311,0.22
2020-12-16,1.045,1.35
2020-12-17,1.0676,2.16
2020-12-18,1.0626,-0.47
2020-12-21,1.0681,0.52
2020-12-22,1.0688,0.07
2020-12-23,1.0742,0.51
2020-12-24,1.0674,-0.63
2020-12-25,1.0794,1.12
2020-12-28,1.0897,0.95
2020-12-29,1.0893,-0.04
2020-12-30,1.1169,2.53
2020-12-31,1.1334,1.48
2021-01-04,1.1484,1.32
2021-01-05,1.1807,2.81
2021-01-06,1.1863,0.47
2021-01-07,1.2006,1.21
2021-01-08,1.1901,-0.87
2021-01-11,1.1666,-1.97
2021-01-12,1.1867,1.72
2021-01-13,1.177,-0.82
2021-01-14,1.1646,-1.05
2021-01-15,1.1494,-1.31
2021-01-18,1.1596,0.89
2021-01-19,1.1493,-0.89
2021-01-20,1.1821,2.85
2021-01-21,1.2058,2.0
2021-01-22,1.2242,1.53
2021-01-25,1.2683,3.6
2021-01-26,1.2279,-3.19
2021-01-27,1.1976,-2.47
2021-01-28,1.1763,-1.78
2021-01-29,1.1884,1.03
2021-02-01,1.2089,1.73
2021-02-02,1.2446,2.95
2021-02-03,1.248,0.27
2021-02-04,1.2437,-0.34
2021-02-05,1.2572,1.09
2021-02-08,1.2752,1.43
2021-02-09,1.2985,1.83
2021-02-10,1.3488,3.87
2021-02-18,1.3131,-2.65
2021-02-19,1.3079,-0.4
2021-02-22,1.2215,-6.61
2021-02-23,1.2084,-1.07
2021-02-24,1.1537,-4.53
2021-02-25,1.1409,-1.11
2021-02-26,1.0931,-4.19
2021-03-01,1.1098,1.53
2021-03-02,1.0832,-2.4
2021-03-03,1.104,1.92
2021-03-04,1.0489,-4.99
2021-03-05,1.0474,-0.14
2021-03-08,0.9709,-7.3
2021-03-09,0.9532,-1.82
2021-03-10,0.9834,3.17
2021-03-11,1.0189,3.61
2021-03-12,1.0083,-1.04
2021-03-15,0.9666,-4.14
2021-03-16,0.9902,2.44
2021-03-17,1.0028,1.27
2021-03-18,1.023,2.01
2021-03-19,0.9983,-2.41
2021-03-22,0.9964,-0.19
2021-03-23,0.9862,-1.02
2021-03-24,0.979,-0.73
2021-03-25,0.9898,1.1
2021-03-26,1.0205,3.1
2021-03-29,1.023,0.24
2021-03-30,1.0354,1.21
2021-03-31,1.0217,-1.32
2021-04-01,1.0563,3.39
2021-04-02,1.0767,1.93
2021-04-06,1.0678,-0.83
2021-04-07,1.0468,-1.97
2021-04-08,1.0601,1.27
2021-04-09,1.0298,-2.86
2021-04-12,1.0111,-1.82
2021-04-13,1.0159,0.47
2021-04-14,1.0326,1.64
2021-04-15,1.0252,-0.72
2021-04-16,1.0301,0.48
2021-04-19,1.0438,1.33
2021-04-20,1.0557,1.14
2021-04-21,1.0668,1.05
2021-04-22,1.075,0.77
2021-04-23,1.098,2.14
2021-04-26,1.0796,-1.68
2021-04-27,1.0938,1.32
2021-04-28,1.1201,2.4
2021-04-29,1.1204,0.03
2021-04-30,1.1239,0.31
2021-05-06,1.0903,-2.99
2021-05-07,1.0625,-2.55
2021-05-10,1.0631,0.06
2021-05-11,1.081,1.68
2021-05-12,1.1045,2.17
2021-05-13,1.1073,0.25
2021-05-14,1.1308,2.12
2021-05-17,1.1612,2.69
2021-05-18,1.1673,0.53
2021-05-19,1.1591,-0.7
2021-05-20,1.1736,1.25
2021-05-21,1.1744,0.07
2021-05-24,1.1748,0.03
2021-05-25,1.2133,3.28
2021-05-26,1.2038,-0.78
2021-05-27,1.2149,0.92
2021-05-28,1.1952,-1.62
2021-05-31,1.2135,1.53
2021-06-01,1.2249,0.94
2021-06-02,1.2022,-1.85
2021-06-03,1.204,0.15
2021-06-04,1.2262,1.84
2021-06-07,1.2388,1.03
2021-06-08,1.203,-2.89
2021-06-09,1.2083,0.44
2021-06-10,1.2303,1.82
2021-06-11,1.2232,-0.58
2021-06-15,1.2273,0.34
2021-06-16,1.2044,-1.87
2021-06-17,1.2368,2.69
2021-06-18,1.2489,0.98
2021-06-21,1.2523,0.27
2021-06-22,1.266,1.09
2021-06-23,1.2514,-1.15
2021-06-24,1.239,-0.99
2021-06-25,1.273,2.74
2021-06-28,1.28,0.55
2021-06-29,1.2751,-0.38
2021-06-30,1.2768,0.13
2021-07-01,1.2929,1.26
2021-07-02,1.2442,-3.77
2021-07-05,1.2491,0.39
2021-07-06,1.2046,-3.56
2021-07-07,1.2375,2.73
2021-07-08,1.2024,-2.84
2021-07-09,1.1898,-1.05
2021-07-12,1.1978,0.67
2021-07-13,1.2192,1.79
2021-07-14,1.2385,1.58
2021-07-15,1.2548,1.32
2021-07-16,1.233,-1.74
2021-07-19,1.2426,0.78
2021-07-20,1.2438,0.1
2021-07-21,1.25,0.5
2021-07-22,1.2228,-2.18
2021-07-23,1.1853,-3.07
2021-07-26,1.1023,-7.0
2021-07-27,1.0622,-3.64
2021-07-28,1.1064,4.16
2021-07-29,1.1202,1.25
2021-07-30,1.0649,-4.94
2021-08-02,1.0963,2.95
2021-08-03,1.1313,3.19
2021-08-04,1.1318,0.04
2021-08-05,1.1289,-0.26
2021-08-06,1.1027,-2.32
2021-08-09,1.1085,0.53
2021-08-10,1.1459,3.37
2021-08-11,1.1147,-2.72
2021-08-12,1.099,-1.41
2021-08-13,1.0918,-0.66
2021-08-16,1.0884,-0.31
2021-08-17,1.0337,-5.03
2021-08-18,1.0383,0.45
2021-08-19,1.029,-0.9
2021-08-20,0.9677,-5.96
2021-08-23,0.984,1.68
2021-08-24,1.0151,3.16
2021-08-25,1.0243,0.91
2021-08-26,0.9908,-3.27
2021-08-27,0.9923,0.15
2021-08-30,0.9897,-0.26
2021-08-31,0.982,-0.78
2021-09-01,0.9862,0.43
2021-09-02,0.9608,-2.58
2021-09-03,0.9649,0.43
2021-09-06,1.0052,4.18
2021-09-07,1.0092,0.4
2021-09-08,0.9977,-1.14
2021-09-09,0.9981,0.04
2021-09-10,1.0034,0.53
2021-09-13,0.9876,-1.57
2021-09-14,0.9983,1.08
2021-09-15,0.9881,-1.02
2021-09-16,0.9865,-0.16
2021-09-17,1.0344,4.86
2021-09-22,1.0279,-0.63
2021-09-23,1.0223,-0.54
2021-09-24,1.0261,0.37
2021-09-27,1.0489,2.22
2021-09-28,1.0419,-0.67
2021-09-29,1.0325,-0.9
2021-09-30,1.0439,1.1
2021-10-08,1.0314,-1.2
2021-10-11,1.0135,-1.74
2021-10-12,1.013,-0.05
2021-10-13,1.0396,2.63
2021-10-14,1.0292,-1.0
2021-10-15,1.0265,-0.26
2021-10-18,1.0037,-2.22
2021-10-19,1.0212,1.74
2021-10-20,1.0162,-0.49
2021-10-21,1.0121,-0.4
2021-10-22,1.0161,0.4
2021-10-25,1.0271,1.08
2021-10-26,1.0191,-0.78
2021-10-27,0.9961,-2.26
2021-10-28,0.9972,0.11
2021-10-29,1.0104,1.32
2021-11-01,0.9896,-2.06
2021-11-02,0.9895,-0.01
2021-11-03,0.989,-0.05
2021-11-04,0.989,0.0
2021-11-05,0.9801,-0.9
2021-11-08,0.9621,-1.84
2021-11-09,0.9708,0.9
2021-11-10,0.969,-0.19
2021-11-11,0.9723,0.34
2021-11-12,0.9717,-0.06
2021-11-15,0.9864,1.51
2021-11-16,1.0178,3.18
2021-11-17,1.0115,-0.62
2021-11-18,0.9972,-1.41
2021-11-19,0.9993,0.21
2021-11-22,0.9911,-0.82
2021-11-23,0.985,-0.62
2021-11-24,0.9969,1.21
2021-11-25,0.9955,-0.14
2021-11-26,0.9975,0.2
2021-11-29,0.9995,0.2
2021-11-30,0.9955,-0.4
2021-12-01,0.9915,-0.4
2021-12-02,0.9856,-0.6
2021-12-03,0.9991,1.37
2021-12-06,0.9803,-1.88
2021-12-07,0.9888,0.87
2021-12-08,1.0106,2.2
2021-12-09,1.0328,2.2
2021-12-10,1.0284,-0.43
2021-12-13,1.0213,-0.69
2021-12-14,1.0269,0.55
2021-12-15,0.9965,-2.96
2021-12-16,0.9901,-0.64
2021-12-17,0.9814,-0.88
2021-12-20,0.9661,-1.56
2021-12-21,0.9682,0.22
2021-12-22,0.9705,0.24
2021-12-23,0.9673,-0.33
2021-12-24,0.9715,0.43
2021-12-27,0.9695,-0.21
2021-12-28,0.9797,1.05
2021-12-29,0.9585,-2.16
2021-12-30,0.9665,0.83
2021-12-31,0.9673,0.08
2022-01-04,0.9362,-3.22
2022-01-05,0.9158,-2.18
2022-01-06,0.9067,-0.99
2022-01-07,0.8901,-1.83
2022-01-10,0.898,0.89
2022-01-11,0.891,-0.78
2022-01-12,0.9006,1.08
2022-01-13,0.883,-1.95
2022-01-14,0.8814,-0.18
2022-01-17,0.8811,-0.03
2022-01-18,0.8855,0.5
2022-01-19,0.8673,-2.06
2022-01-20,0.8676,0.03
2022-01-21,0.8646,-0.35
2022-01-24,0.8649,0.03
2022-01-25,0.8496,-1.77
2022-01-26,0.8495,-0.01
2022-01-27,0.8404,-1.07
2022-01-28,0.8275,-1.53
2022-02-07,0.8293,0.22
2022-02-08,0.8114,-2.16
2022-02-09,0.8256,1.75
2022-02-10,0.8146,-1.33
2022-02-11,0.7989,-1.93
2022-02-14,0.8039,0.63
2022-02-15,0.8278,2.97
2022-02-16,0.8313,0.42
2022-02-17,0.8316,0.04
2022-02-18,0.8348,0.38
2022-02-21,0.8335,-0.16
2022-02-22,0.8201,-1.61
2022-02-23,0.8352,1.84
2022-02-24,0.8179,-2.07
2022-02-25,0.832,1.72
2022-02-28,0.8338,0.22
2022-03-01,0.8408,0.84
2022-03-02,0.8349,-0.7
2022-03-03,0.8186,-1.95
2022-03-04,0.8117,-0.84
2022-03-07,0.7914,-2.5
2022-03-08,0.7767,-1.86
2022-03-09,0.7687,-1.03
2022-03-10,0.7887,2.6
2022-03-11,0.7971,1.07
2022-03-14,0.768,-3.65
2022-03-15,0.7458,-2.89
2022-03-16,0.7633,2.35
2022-03-17,0.7772,1.82
2022-03-18,0.7809,0.48
2022-03-21,0.7817,0.1
2022-03-22,0.7722,-1.22
2022-03-23,0.7908,2.41
2022-03-24,0.7904,-0.05
2022-03-25,0.7749,-1.96
2022-03-28,0.7585,-2.12
2022-03-29,0.7604,0.25
2022-03-30,0.7841,3.12
2022-03-31,0.7776,-0.83
2022-04-01,0.7892,1.49
2022-04-06,0.781,-1.04
2022-04-07,0.775,-0.77
2022-04-08,0.7679,-0.92
2022-04-11,0.7411,-3.49
2022-04-12,0.7718,4.14
2022-04-13,0.7661,-0.74
2022-04-14,0.7858,2.57
2022-04-15,0.7835,-0.29
2022-04-18,0.7784,-0.65
2022-04-19,0.7661,-1.58
2022-04-20,0.7696,0.46
2022-04-21,0.7588,-1.4
2022-04-22,0.7638,0.66
2022-04-25,0.7295,-4.49
2022-04-26,0.738,1.17
2022-04-27,0.7601,2.99
2022-04-28,0.7716,1.51
2022-04-29,0.7766,0.65
2022-05-05,0.7746,-0.26
2022-05-06,0.7492,-3.28
2022-05-09,0.7367,-1.67
2022-05-10,0.7472,1.43
2022-05-11,0.7579,1.43
2022-05-12,0.7588,0.12
2022-05-13,0.7608,0.26
2022-05-16,0.7549,-0.78
2022-05-17,0.758,0.41
2022-05-18,0.7486,-1.24
2022-05-19,0.7411,-1.0
2022-05-20,0.7683,3.67
2022-05-23,0.7624,-0.77
2022-05-24,0.7425,-2.61
2022-05-25,0.743,0.07
2022-05-26,0.7477,0.63
2022-05-27,0.7514,0.49
2022-05-30,0.774,3.01
2022-05-31,0.8062,4.16
2022-06-01,0.8007,-0.68
2022-06-02,0.7964,-0.54
2022-06-06,0.8062,1.23
2022-06-07,0.8183,1.5
2022-06-08,0.8264,0.99
2022-06-09,0.8158,-1.28
2022-06-10,0.8229,0.87
2022-06-13,0.8131,-1.19
2022-06-14,0.8203,0.89
2022-06-15,0.8274,0.87
2022-06-16,0.8304,0.36
2022-06-17,0.8513,2.52
2022-06-20,0.863,1.37
2022-06-21,0.8623,-0.08
2022-06-22,0.852,-1.19
2022-06-23,0.8615,1.12
2022-06-24,0.8729,1.32
2022-06-27,0.8923,2.22
2022-06-28,0.8888,-0.39
2022-06-29,0.8788,-1.13
2022-06-30,0.9085,3.38
2022-07-01,0.8931,-1.7
2022-07-04,0.9006,0.84
2022-07-05,0.8936,-0.78
2022-07-06,0.8708,-2.55
2022-07-07,0.8673,-0.4
2022-07-08,0.8739,0.76
2022-07-11,0.8568,-1.96
2022-07-12,0.849,-0.91
2022-07-13,0.8498,0.09
2022-07-14,0.8514,0.19
2022-07-15,0.8542,0.33
2022-07-18,0.8519,-0.27
2022-07-19,0.851,-0.11
2022-07-20,0.8602,1.08
2022-07-21,0.8487,-1.34
2022-07-22,0.8404,-0.98
2022-07-25,0.8475,0.84
2022-07-26,0.8546,0.84
2022-07-27,0.8472,-0.87
2022-07-28,0.8388,-0.99
2022-07-29,0.8164,-2.67
2022-08-01,0.8219,0.67
2022-08-02,0.8087,-1.61
2022-08-03,0.8098,0.14
2022-08-04,0.8165,0.83
2022-08-05,0.8238,0.89
2022-08-08,0.8159,-0.96
2022-08-09,0.8148,-0.13
2022-08-10,0.8012,-1.67
2022-08-11,0.8172,2.0
2022-08-12,0.8214,0.51
2022-08-15,0.8101,-1.38
2022-08-16,0.8044,-0.7
2022-08-17,0.8089,0.56
2022-08-18,0.7931,-1.95
2022-08-19,0.7877,-0.68
2022-08-22,0.7926,0.62
2022-08-23,0.7826,-1.26
2022-08-24,0.7769,-0.73
2022-08-25,0.7953,2.37
2022-08-26,0.803,0.97
2022-08-29,0.794,-1.12
2022-08-30,0.7902,-0.48
2022-08-31,0.8037,1.71
2022-09-01,0.7921,-1.44
2022-09-02,0.7852,-0.87
2022-09-05,0.775,-1.3
2022-09-06,0.7748,-0.03
2022-09-07,0.7672,-0.98
2022-09-08,0.7701,0.38
2022-09-09,0.7795,1.22
2022-09-13,0.7867,0.92
2022-09-14,0.7788,-1.0
2022-09-15,0.7748,-0.51
2022-09-16,0.7591,-2.03
2022-09-19,0.7551,-0.53
2022-09-20,0.766,1.44
2022-09-21,0.7515,-1.89
2022-09-22,0.7377,-1.84
2022-09-23,0.7374,-0.04
2022-09-26,0.7465,1.23
2022-09-27,0.7748,3.79
2022-09-28,0.7673,-0.97
2022-09-29,0.7658,-0.2
2022-09-30,0.7642,-0.21
2022-10-10,0.7298,-4.5
2022-10-11,0.7268,-0.41
2022-10-12,0.7274,0.08
2022-10-13,0.7245,-0.4
2022-10-14,0.7479,3.23
2022-10-17,0.7466,-0.17
2022-10-18,0.7447,-0.25
2022-10-19,0.7267,-2.42
2022-10-20,0.733,0.87
2022-10-21,0.7203,-1.73
2022-10-24,0.686,-4.76
2022-10-25,0.6814,-0.67
2022-10-26,0.6973,2.33
2022-10-27,0.6775,-2.84
2022-10-28,0.6635,-2.07
2022-10-31,0.6535,-1.51
2022-11-01,0.6919,5.88
2022-11-02,0.7113,2.8
2022-11-03,0.7094,-0.27
2022-11-04,0.736,3.75
2022-11-07,0.7334,-0.35
2022-11-08,0.7239,-1.3
2022-11-09,0.7154,-1.17
2022-11-10,0.7194,0.56
2022-11-11,0.7321,1.77
2022-11-14,0.7187,-1.83
2022-11-15,0.7316,1.79
2022-11-16,0.7318,0.03
2022-11-17,0.7255,-0.86
2022-11-18,0.7256,0.01
2022-11-21,0.7099,-2.16
2022-11-22,0.7057,-0.59
2022-11-23,0.7029,-0.4
2022-11-24,0.6971,-0.83
2022-11-25,0.6943,-0.4
2022-11-28,0.6991,0.69
2022-11-29,0.7209,3.12
