净值日期,单位净值,日增长率
2017-08-01,1.0,0.0
2017-08-04,1.0002,0.0
2017-08-11,1.0001,0.0
2017-08-18,1.0014,0.0
2017-08-25,1.0027,0.0
2017-09-01,1.0046,0.0
2017-09-08,1.0051,0.0
2017-09-15,1.0057,0.0
2017-09-22,1.0085,0.0
2017-09-29,1.0109,0.0
2017-10-13,1.0203,0.0
2017-10-20,1.022,0.0
2017-10-27,1.0273,0.0
2017-10-30,1.0268,-0.0487
2017-10-31,1.0264,-0.039
2017-11-01,1.0266,0.0195
2017-11-02,1.0243,-0.224
2017-11-03,1.0237,-0.0586
2017-11-06,1.0278,0.4005
2017-11-07,1.0297,0.1849
2017-11-08,1.0292,-0.0486
2017-11-09,1.0317,0.2429
2017-11-10,1.0343,0.252
2017-11-13,1.036,0.1644
2017-11-14,1.0313,-0.4537
2017-11-15,1.0288,-0.2424
2017-11-16,1.0314,0.2527
2017-11-17,1.0284,-0.2909
2017-11-20,1.0326,0.4084
2017-11-21,1.0364,0.368
2017-11-22,1.033,-0.3281
2017-11-23,1.0237,-0.9003
2017-11-24,1.0222,-0.1465
2017-11-27,1.0171,-0.4989
2017-11-28,1.0193,0.2163
2017-11-29,1.0198,0.0491
2017-11-30,1.0167,-0.304
2017-12-01,1.0178,0.1082
2017-12-04,1.0193,0.1474
2017-12-05,1.0174,-0.1864
2017-12-06,1.0179,0.0491
2017-12-07,1.015,-0.2849
2017-12-08,1.0179,0.2857
2017-12-11,1.0233,0.5305
2017-12-12,1.0206,-0.2639
2017-12-13,1.0234,0.2743
2017-12-14,1.0223,-0.1075
2017-12-15,1.0185,-0.3717
2017-12-18,1.0202,0.1669
2017-12-19,1.0244,0.4117
2017-12-20,1.0245,0.0098
2017-12-21,1.0287,0.41
2017-12-22,1.0277,-0.0972
2017-12-25,1.0269,-0.0778
2017-12-26,1.0279,0.0974
2017-12-27,1.0227,-0.5059
2017-12-28,1.0243,0.1564
2017-12-29,1.0256,0.1269
2017-12-31,1.0259,0.0
2018-01-02,1.0293,0.3608
2018-01-03,1.03,0.068
2018-01-04,1.0307,0.068
2018-01-05,1.0297,-0.097
2018-01-08,1.0305,0.0777
2018-01-09,1.0327,0.2135
2018-01-10,1.0335,0.0775
2018-01-11,1.033,-0.0484
2018-01-12,1.0343,0.1258
2018-01-15,1.0357,0.1354
2018-01-16,1.0371,0.1352
2018-01-17,1.035,-0.2025
2018-01-18,1.0378,0.2705
2018-01-19,1.0381,0.0289
2018-01-22,1.0416,0.3372
2018-01-23,1.0433,0.1632
2018-01-24,1.0425,-0.0767
2018-01-25,1.0399,-0.2494
2018-01-26,1.0405,0.0577
2018-01-29,1.0349,-0.5382
