净值日期,累计净值
2020-07-16,1.0
2020-07-17,0.9999
2020-07-24,1.0215
2020-07-29,1.0364
2020-07-30,1.0255
2020-07-31,1.0401
2020-08-03,1.0375
2020-08-04,1.0383
2020-08-05,1.0645
2020-08-06,1.0726
2020-08-07,1.0795
2020-08-10,1.0705
2020-08-11,1.0507
2020-08-12,0.9904
2020-08-13,1.0028
2020-08-14,1.0119
2020-08-17,1.0209
2020-08-18,1.0423
2020-08-19,1.029
2020-08-20,1.0099
2020-08-21,1.0081
2020-08-24,1.0093
2020-08-25,1.0036
2020-08-26,1.0025
2020-08-27,1.0139
2020-08-28,1.0152
2020-08-31,1.0172
2020-09-01,1.0286
2020-09-02,1.0159
2020-09-03,1.0069
2020-09-04,1.0074
2020-09-07,1.0038
2020-09-08,1.0065
2020-09-09,1.0071
2020-09-10,1.0133
2020-09-11,1.0108
2020-09-14,1.0089
2020-09-15,1.0123
2020-09-16,1.0109
2020-09-17,1.0047
2020-09-18,1.0084
2020-09-21,1.0081
2020-09-22,0.9857
2020-09-23,0.9745
2020-09-24,0.9621
2020-09-25,0.9724
2020-09-28,0.9707
2020-09-29,0.9812
2020-09-30,0.9795
2020-10-09,0.9826
2020-10-12,0.9925
2020-10-13,0.9876
2020-10-14,0.9786
2020-10-15,0.9774
2020-10-16,0.9813
2020-10-19,0.982
2020-10-20,0.9745
2020-10-21,0.9814
2020-10-22,0.9812
2020-10-23,0.9781
2020-10-26,0.9738
2020-10-27,0.9809
2020-10-28,0.9823
2020-10-29,0.9703
2020-10-30,0.965
2020-11-02,0.9711
2020-11-03,0.975
2020-11-04,0.9776
2020-11-05,0.9768
2020-11-06,0.9874
2020-11-09,0.9859
2020-11-10,0.9633
2020-11-11,0.9618
2020-11-12,0.9582
2020-11-13,0.9617
2020-11-16,0.962
2020-11-17,0.9612
2020-11-18,0.9565
2020-11-19,0.9514
2020-11-20,0.9527
2020-11-23,0.9517
2020-11-24,0.9326
2020-11-25,0.9212
2020-11-26,0.922
2020-11-27,0.919
2020-11-30,0.9029
2020-12-01,0.9082
2020-12-02,0.9209
2020-12-03,0.9312
2020-12-04,0.9322
2020-12-07,0.9302
2020-12-08,0.94
2020-12-09,0.9356
2020-12-10,0.9279
2020-12-11,0.9278
2020-12-14,0.9255
2020-12-15,0.9329
2020-12-16,0.9369
2020-12-17,0.9442
2020-12-18,0.9482
2020-12-21,0.961
2020-12-22,0.9482
2020-12-23,0.9476
2020-12-24,0.9482
2020-12-25,0.9522
2020-12-28,0.9511
2020-12-29,0.9488
2020-12-30,0.9481
2020-12-31,0.9474
2021-01-04,0.9657
2021-01-05,0.9723
2021-01-06,0.9719
2021-01-07,0.9665
2021-01-08,0.9607
2021-01-11,0.9353
2021-01-12,0.9418
2021-01-13,0.9387
2021-01-14,0.9323
2021-01-15,0.9361
2021-01-18,0.934
2021-01-19,0.935
2021-01-20,0.9389
2021-01-21,0.9451
2021-01-22,0.9421
2021-01-25,0.9372
2021-01-26,0.9405
2021-01-27,0.9357
2021-01-28,0.9286
2021-01-29,0.9337
2021-02-01,0.9426
2021-02-02,0.9347
2021-02-03,0.9286
2021-02-04,0.922
2021-02-05,0.9142
2021-02-08,0.9196
2021-02-09,0.9291
