净值日期,累计净值
2019-10-30,1.0
2019-11-01,1.0001
2019-11-08,1.0004
2019-11-15,1.0006
2019-11-18,1.0007
2019-11-19,1.0008
2019-11-20,1.0013
2019-11-21,1.0015
2019-11-22,1.0015
2019-11-25,1.0017
2019-11-26,1.0017
2019-11-27,1.0018
2019-11-28,1.0018
2019-11-29,1.0018
2019-12-02,1.002
2019-12-03,1.002
2019-12-04,1.002
2019-12-05,1.0021
2019-12-06,1.0021
2019-12-09,1.0022
2019-12-10,1.0023
2019-12-11,1.0023
2019-12-12,1.0023
2019-12-13,1.0024
2019-12-16,1.0025
2019-12-17,1.0025
2019-12-18,1.0025
2019-12-19,1.0026
2019-12-20,1.0026
2019-12-23,1.0027
2019-12-24,1.0027
2019-12-25,1.0027
2019-12-26,1.0028
2019-12-27,1.0027
2019-12-30,1.0026
2019-12-31,1.0024
2020-01-02,1.0022
2020-01-03,1.0004
2020-01-06,0.9997
2020-01-07,1.0014
2020-01-08,1.0024
2020-01-09,1.006
2020-01-10,1.0065
2020-01-13,1.0065
2020-01-14,1.0064
2020-01-15,1.0073
2020-01-16,1.0104
2020-01-17,1.012
2020-01-20,1.0091
2020-01-21,1.0046
2020-01-22,1.0013
2020-01-23,0.995
2020-02-03,0.9461
2020-02-04,0.9484
2020-02-05,0.9528
2020-02-06,0.9591
2020-02-07,0.9579
2020-02-10,0.9534
2020-02-11,0.9567
2020-02-12,0.9565
2020-02-13,0.9581
2020-02-14,0.9607
2020-02-17,0.9622
2020-02-18,0.9635
2020-02-19,0.964
2020-02-20,0.9634
2020-02-21,0.9601
2020-02-24,0.9541
2020-02-25,0.9529
2020-02-26,0.95
2020-02-27,0.9472
2020-02-28,0.9323
2020-03-02,0.9372
2020-03-03,0.9473
2020-03-04,0.9403
2020-03-05,0.9425
2020-03-06,0.9379
2020-03-09,0.9168
2020-03-10,0.9294
2020-03-11,0.9302
2020-03-12,0.915
2020-03-13,0.9059
2020-03-16,0.906
2020-03-17,0.8945
2020-03-18,0.87
2020-03-19,0.8198
2020-03-20,0.8144
2020-03-23,0.7932
2020-03-24,0.8066
2020-03-25,0.8142
2020-03-26,0.8175
2020-03-27,0.8201
2020-03-30,0.8142
2020-03-31,0.8221
2020-04-01,0.8216
2020-04-02,0.8163
2020-04-03,0.8243
2020-04-07,0.835
2020-04-08,0.8336
2020-04-09,0.8368
2020-04-10,0.8443
2020-04-13,0.8498
2020-04-14,0.8522
2020-04-15,0.8517
2020-04-16,0.8489
2020-04-17,0.8604
2020-04-20,0.8653
2020-04-21,0.8542
2020-04-22,0.8396
2020-04-23,0.8525
2020-04-24,0.8533
2020-04-27,0.867
2020-04-28,0.8636
2020-04-29,0.8676
2020-04-30,0.8688
2020-05-06,0.868
2020-05-07,0.8733
2020-05-08,0.8789
2020-05-11,0.8831
2020-05-12,0.8806
2020-05-13,0.8729
2020-05-14,0.8709
2020-05-15,0.8697
2020-05-18,0.872
2020-05-19,0.8831
2020-05-20,0.8863
2020-05-21,0.8921
2020-05-22,0.8832
2020-05-25,0.8793
2020-05-26,0.8818
2020-05-27,0.8821
2020-05-28,0.8799
2020-05-29,0.8829
2020-06-01,0.8907
2020-06-02,0.894
2020-06-03,0.8997
2020-06-04,0.8972
2020-06-05,0.8991
2020-06-08,0.907
2020-06-09,0.9143
2020-06-10,0.9159
2020-06-11,0.9213
2020-06-12,0.9117
2020-06-15,0.9092
2020-06-16,0.9122
2020-06-17,0.9153
2020-06-18,0.9179
2020-06-19,0.9223
2020-06-22,0.9262
2020-06-23,0.9267
2020-06-24,0.9259
2020-06-29,0.9316
2020-06-30,0.9369
2020-07-01,0.942
2020-07-02,0.9435
2020-07-03,0.9447
2020-07-06,0.945
2020-07-07,0.9512
2020-07-08,0.9538
2020-07-09,0.966
2020-07-10,0.9684
2020-07-13,0.9932
2020-07-14,0.9967
2020-07-15,0.9941
2020-07-16,0.9765
2020-07-17,0.9778
2020-07-20,0.9738
2020-07-21,0.9818
2020-07-22,0.9932
2020-07-23,0.9812
2020-07-24,0.9859
2020-07-27,0.989
2020-07-28,0.9934
2020-07-29,0.9964
2020-07-30,1.0021
2020-07-31,0.9999
2020-08-03,0.9955
2020-08-04,1.0043
2020-08-05,1.0031
2020-08-06,1.0117
2020-08-07,1.0133
2020-08-10,0.9989
2020-08-11,1.0011
2020-08-12,0.992
2020-08-13,0.9957
2020-08-14,0.9924
2020-08-17,0.9991
2020-08-18,1.0074
2020-08-19,1.0172
2020-08-20,1.0217
2020-08-21,1.0177
2020-08-24,1.0085
