净值日期,累计净值
2020-08-07,1.0
2020-08-14,0.9997
2020-08-21,1.001
2020-08-28,1.0056
2020-09-04,1.0119
2020-09-11,1.0061
2020-09-18,1.0179
2020-09-25,1.0046
2020-09-30,1.006
2020-10-09,1.0122
2020-10-16,1.0214
2020-10-23,1.0292
2020-10-30,1.0311
2020-11-06,1.0474
2020-11-13,1.0497
2020-11-20,1.0661
2020-11-27,1.0733
2020-12-04,1.0903
2020-12-11,1.0791
2020-12-18,1.1072
2020-12-25,1.1255
2020-12-31,1.1342
2021-01-08,1.1482
2021-01-15,1.1269
2021-01-22,1.1681
2021-01-29,1.1295
2021-02-05,1.1207
2021-02-10,1.1849
2021-02-19,1.188
2021-02-26,1.1225
2021-03-05,1.1199
2021-03-12,1.0942
2021-03-19,1.0864
2021-03-26,1.0902
2021-04-02,1.0998
2021-04-09,1.0943
2021-04-16,1.1007
2021-04-23,1.1203
2021-04-30,1.111
2021-05-07,1.1027
2021-05-14,1.1042
2021-05-21,1.1219
2021-05-28,1.1491
2021-06-04,1.1553
2021-06-11,1.154
2021-06-18,1.1463
2021-06-25,1.1477
2021-06-30,1.1486
2021-07-02,1.1397
2021-07-09,1.1751
2021-07-16,1.1794
2021-07-23,1.1854
2021-07-30,1.202
2021-08-06,1.2131
2021-08-09,1.2054
2021-08-10,1.2093
2021-08-11,1.2128
2021-08-12,1.2158
2021-08-13,1.2106
2021-08-16,1.211
2021-08-17,1.2033
2021-08-18,1.2044
2021-08-19,1.2024
2021-08-20,1.2019
2021-08-23,1.2015
2021-08-24,1.202
2021-08-25,1.2022
2021-08-26,1.2015
2021-08-27,1.2005
2021-08-30,1.201
2021-08-31,1.2006
2021-09-01,1.202
2021-09-02,1.2027
2021-09-03,1.2019
2021-09-10,1.2212
2021-09-17,1.2163
2021-09-24,1.2158
2021-09-30,1.2079
2021-10-08,1.2092
2021-10-15,1.2014
2021-10-22,1.212
2021-10-29,1.2119
2021-11-05,1.216
2021-11-12,1.238
2021-11-19,1.2353
2021-11-26,1.2416
2021-12-03,1.2641
2021-12-10,1.2604
2021-12-17,1.2609
2021-12-24,1.2539
2021-12-31,1.2667
2022-01-07,1.2405
2022-01-14,1.2292
2022-01-21,1.2278
2022-01-28,1.1956
2022-02-11,1.2078
2022-02-18,1.2086
2022-02-25,1.2002
2022-03-04,1.2011
2022-03-11,1.1722
2022-03-18,1.1696
2022-03-25,1.1636
2022-04-01,1.1768
2022-04-08,1.1452
2022-04-15,1.1213
2022-04-22,1.0921
2022-04-29,1.0578
2022-05-06,1.0475
2022-05-13,1.0679
2022-05-20,1.0781
2022-05-27,1.0765
2022-06-02,1.0995
2022-06-10,1.1119
2022-06-17,1.1342
2022-06-24,1.1532
2022-06-30,1.1538
2022-07-01,1.1542
2022-07-08,1.1821
2022-07-15,1.1609
2022-07-22,1.1588
2022-07-29,1.1497
2022-08-05,1.1491
2022-08-12,1.1488
2022-08-19,1.1486
2022-08-26,1.1404
2022-09-02,1.1369
2022-09-05,1.1334
2022-09-06,1.1356
2022-09-07,1.1405
2022-09-08,1.1425
2022-09-09,1.1415
2022-09-13,1.1373
2022-09-14,1.1379
2022-09-15,1.1262
2022-09-16,1.1192
2022-09-23,1.1099
2022-09-30,1.0804
2022-10-14,1.0902
2022-10-21,1.0785
2022-10-28,1.0201
2022-11-04,1.0598
2022-11-11,1.0511
2022-11-18,1.0572
2022-11-25,1.0658
2022-12-02,1.0683
2022-12-09,1.0461
2022-12-16,1.0337
2022-12-23,1.0009
2022-12-30,1.0222
2022-12-31,1.0222
2023-01-06,1.0378
2023-01-13,1.0371
2023-01-20,1.073
2023-02-03,1.082
2023-02-10,1.0872
2023-02-17,1.0681
2023-02-24,1.0798
2023-03-03,1.0806
2023-03-10,1.0566
2023-03-17,1.0449
2023-03-24,1.0711
2023-03-31,1.0666
2023-04-04,1.0943
2023-04-07,1.0977
2023-04-14,1.0708
2023-04-21,1.0236
2023-04-28,1.0282
2023-05-05,1.0255
2023-05-12,0.9798
2023-05-19,0.9627
2023-05-26,0.9454
2023-06-02,0.997
2023-06-09,1.008
2023-06-16,1.0181
2023-06-21,0.9855
2023-06-30,0.9381
2023-07-07,0.9027
2023-07-14,0.9043
2023-07-21,0.8678
2023-07-28,0.8637
2023-08-04,0.8805
2023-08-11,0.8473
2023-08-18,0.8201
2023-08-25,0.8035
2023-09-01,0.8306
2023-09-08,0.8009
2023-09-15,0.7955
2023-09-18,0.7964
2023-09-19,0.7944
2023-09-20,0.7915
2023-09-21,0.7882
2023-09-22,0.794
2023-09-25,0.7925
2023-09-26,0.7888
2023-09-27,0.7889
2023-09-28,0.7908
2023-10-09,0.7918
2023-10-13,0.793
2023-10-20,0.7672
2023-10-27,0.7783
2023-11-03,0.7806
2023-11-10,0.786
2023-11-17,0.7862
2023-11-24,0.7661
2023-12-01,0.7538
2023-12-08,0.7411
2023-12-15,0.7384
2023-12-22,0.7312
2023-12-29,0.7558
2023-12-31,0.7558
2024-01-05,0.7403
2024-01-12,0.7378
2024-01-19,0.7297
2024-01-26,0.7297
2024-02-02,0.6497
2024-02-08,0.6565
2024-02-23,0.7045
2024-03-01,0.7144
2024-03-08,0.7078
2024-03-15,0.7231
2024-03-22,0.7369
2024-03-29,0.7063
2024-04-03,0.7137
2024-04-12,0.6718
2024-04-19,0.6559
2024-04-26,0.684
2024-04-30,0.6927
2024-05-10,0.7074
2024-05-17,0.7337
2024-05-24,0.7162
2024-05-31,0.7031
2024-06-07,0.6751
2024-06-14,0.6807
2024-06-21,0.6619
2024-06-28,0.6447
2024-06-30,0.6447
2024-07-05,0.6254
2024-07-12,0.6359
2024-07-19,0.6285
2024-07-26,0.6119
2024-08-02,0.6245
2024-08-09,0.6159
2024-08-16,0.6159
2024-08-23,0.606
2024-08-30,0.6089
2024-09-06,0.5953
2024-09-13,0.5827
2024-09-20,0.5853
2024-09-27,0.6201
2024-09-30,0.6453
2024-10-10,0.6322
2024-10-11,0.616
2024-10-14,0.619
2024-10-15,0.6036
2024-10-16,0.6018
2024-10-17,0.5938
2024-10-18,0.6068
2024-10-21,0.6082
2024-10-22,0.6109
2024-10-23,0.6118
2024-10-24,0.6065
2024-10-25,0.6073
2024-10-28,0.6086
2024-10-29,0.6014
2024-10-30,0.5968
2024-10-31,0.5983
2024-11-01,0.5982
2024-11-04,0.6039
2024-11-05,0.6187
2024-11-06,0.6198
2024-11-08,0.6277
2024-11-15,0.602
2024-11-22,0.5898
2024-11-29,0.591
2024-12-06,0.5902
2024-12-13,0.6049
2024-12-20,0.6091
2024-12-27,0.613
2024-12-31,0.5912
2025-01-03,0.5718
2025-01-10,0.5865
2025-01-17,0.6167
2025-01-24,0.6645
2025-01-27,0.6453
2025-02-07,0.6247
2025-02-14,0.6326
2025-02-21,0.6507
2025-02-28,0.5938
2025-03-07,0.5886
2025-03-14,0.6232
2025-03-21,0.6084
2025-03-28,0.6093
2025-04-03,0.5884
2025-04-11,0.5623
2025-04-18,0.5682
2025-04-25,0.5978
2025-04-30,0.5925
2025-05-09,0.6111
2025-05-16,0.615
2025-05-23,0.6108
2025-05-30,0.6236
2025-06-03,0.6291
2025-06-04,0.6429
2025-06-05,0.6596
2025-06-06,0.6614
2025-06-09,0.6676
2025-06-10,0.6671
2025-06-11,0.6783
2025-06-12,0.6775
2025-06-13,0.673
2025-06-16,0.6802
2025-06-17,0.6777
2025-06-18,0.6913
2025-06-19,0.6876
2025-06-20,0.6812
2025-06-23,0.6807
2025-06-24,0.6917
2025-06-25,0.7046
2025-06-26,0.7057
2025-06-27,0.7186
2025-06-30,0.7295
2025-07-01,0.7351
2025-07-02,0.7232
2025-07-03,0.7452
2025-07-04,0.7459
2025-07-07,0.7415
2025-07-08,0.7584
2025-07-09,0.7539
2025-07-10,0.7453
2025-07-11,0.7485
2025-07-14,0.7451
2025-07-15,0.768
2025-07-16,0.7652
2025-07-17,0.7848
2025-07-18,0.7781
2025-07-21,0.7777
2025-07-22,0.7792
2025-07-23,0.7812
2025-07-24,0.7862
2025-07-25,0.7944
2025-07-28,0.8061
2025-07-29,0.8241
2025-07-30,0.8164
2025-07-31,0.8096
2025-08-01,0.8058
2025-08-04,0.8115
2025-08-05,0.8157
2025-08-06,0.826
2025-08-07,0.8241
2025-08-08,0.8201
2025-08-11,0.8343
2025-08-12,0.8573
2025-08-13,0.8945
2025-08-14,0.8875
2025-08-15,0.9104
2025-08-18,0.9228
2025-08-19,0.9274
2025-08-20,0.9418
2025-08-21,0.942
2025-08-22,0.965
2025-08-25,0.9692
2025-08-26,0.9637
2025-08-27,0.952
2025-08-28,0.9879
2025-08-29,0.9959
2025-09-01,1.0134
2025-09-02,0.9716
2025-09-03,0.9729
2025-09-04,0.9292
2025-09-05,0.9547
2025-09-08,0.9456
2025-09-09,0.9408
2025-09-10,0.9419
2025-09-11,0.9715
2025-09-12,0.9723
2025-09-15,0.9693
2025-09-16,0.9798
2025-09-17,0.9823
2025-09-18,0.975
2025-09-19,0.9767
2025-09-22,0.9879
2025-09-23,0.9868
2025-09-24,1.0022
2025-09-25,1.0049
2025-09-26,0.9913
2025-09-29,0.9957
2025-09-30,1.0174
