净值日期,单位净值,日增长率
2023-03-01,1.0,0.0
2023-03-03,0.9999,0.0
2023-03-10,0.9995,0.0
2023-03-17,0.9991,0.0
2023-03-24,0.9985,0.0
2023-03-31,1.0271,0.0
2023-04-04,1.0079,0.0
2023-04-07,1.0113,0.0
2023-04-14,0.9982,0.0
2023-04-21,1.0085,0.0
2023-04-28,1.016,0.0
2023-05-05,1.0191,0.0
2023-05-12,0.9761,0.0
2023-05-18,0.9581,0.0
2023-05-19,0.9336,-2.56
2023-05-22,0.9222,-1.22
2023-05-23,0.8965,-2.79
2023-05-24,0.8988,0.26
2023-05-25,0.8872,-1.29
2023-05-26,0.9191,3.6
2023-05-29,0.9387,2.13
2023-05-30,0.9697,3.3
2023-05-31,0.9801,1.07
2023-06-01,0.996,1.62
2023-06-02,0.9805,-1.56
2023-06-05,0.9826,0.21
2023-06-06,0.9539,-2.92
2023-06-07,0.9652,1.18
2023-06-08,0.947,-1.89
2023-06-09,0.9698,2.41
2023-06-12,0.9522,-1.81
2023-06-13,0.9621,1.04
2023-06-14,0.9709,0.91
2023-06-15,0.9499,-2.16
2023-06-16,0.9648,1.57
2023-06-19,0.9913,2.75
2023-06-20,1.0092,1.81
2023-06-21,0.9541,-5.46
2023-06-26,0.9233,-3.23
2023-06-27,0.9229,-0.04
2023-06-28,0.9138,-0.99
2023-06-29,0.9185,0.51
2023-06-30,0.9099,-0.94
2023-07-03,0.9084,-0.16
2023-07-04,0.9126,0.46
2023-07-05,0.9007,-1.3
2023-07-06,0.9009,0.02
2023-07-07,0.8983,-0.29
2023-07-10,0.8975,-0.09
2023-07-11,0.8963,-0.13
2023-07-12,0.8867,-1.07
2023-07-13,0.8861,-0.07
2023-07-14,0.8859,-0.02
2023-07-17,0.8821,-0.43
2023-07-18,0.8771,-0.57
2023-07-19,0.8791,0.23
2023-07-20,0.8625,-1.89
2023-07-21,0.8596,-0.34
2023-07-24,0.8637,0.48
2023-07-25,0.8649,0.14
2023-07-26,0.8552,-1.12
2023-07-27,0.8488,-0.75
2023-07-28,0.8464,-0.28
2023-07-31,0.8456,-0.09
2023-08-01,0.8537,0.96
2023-08-02,0.8505,-0.37
2023-08-03,0.8501,-0.05
2023-08-04,0.854,0.46
2023-08-07,0.8569,0.34
2023-08-08,0.8585,0.19
2023-08-09,0.8522,-0.73
2023-08-10,0.8505,-0.2
2023-08-11,0.8367,-1.62
2023-08-14,0.8466,1.18
2023-08-15,0.8399,-0.79
2023-08-16,0.8285,-1.36
2023-08-17,0.83,0.18
2023-08-18,0.8176,-1.49
2023-08-21,0.8093,-1.02
2023-08-22,0.8169,0.94
2023-08-23,0.7987,-2.23
2023-08-24,0.8011,0.3
2023-08-25,0.7896,-1.44
2023-08-28,0.7877,-0.24
2023-08-29,0.8155,3.53
2023-08-30,0.8294,1.7
2023-08-31,0.8349,0.66
2023-09-01,0.835,0.01
2023-09-04,0.8369,0.23
2023-09-05,0.8287,-0.98
2023-09-06,0.8256,-0.37
2023-09-07,0.8142,-1.38
2023-09-08,0.8132,-0.12
2023-09-11,0.8167,0.43
2023-09-12,0.815,-0.21
2023-09-13,0.8038,-1.37
2023-09-14,0.7976,-0.77
2023-09-15,0.7872,-1.3
2023-09-18,0.7931,0.75
2023-09-19,0.7872,-0.74
2023-09-20,0.7855,-0.22
2023-09-21,0.777,-1.08
2023-09-22,0.7877,1.38
2023-09-25,0.7878,0.01
2023-09-26,0.7906,0.36
2023-09-27,0.7955,0.62
2023-09-28,0.7983,0.35
2023-10-09,0.7994,0.14
2023-10-10,0.7934,-0.75
2023-10-11,0.7934,0.0
2023-10-12,0.7925,-0.11
2023-10-13,0.7849,-0.96
2023-10-16,0.774,-1.39
2023-10-17,0.7715,-0.32
2023-10-18,0.7603,-1.45
2023-10-19,0.7533,-0.92
2023-10-20,0.7457,-1.01
2023-10-23,0.7283,-2.33
2023-10-24,0.7422,1.91
2023-10-25,0.7483,0.82
2023-10-26,0.7496,0.17
2023-10-27,0.7652,2.08
2023-10-30,0.7759,1.4
2023-10-31,0.769,-0.89
2023-11-01,0.7707,0.22
2023-11-02,0.7611,-1.25
2023-11-03,0.776,1.96
2023-11-06,0.7994,3.02
2023-11-07,0.7979,-0.19
2023-11-08,0.7999,0.25
2023-11-09,0.792,-0.99
2023-11-10,0.791,-0.13
2023-11-13,0.7867,-0.54
2023-11-14,0.7917,0.64
2023-11-15,0.8052,1.71
2023-11-16,0.7905,-1.83
2023-11-17,0.794,0.44
2023-11-20,0.7984,0.55
2023-11-21,0.7903,-1.01
2023-11-22,0.7754,-1.89
2023-11-23,0.7851,1.25
