净值日期,单位净值,日增长率
2015-05-29,1.0,0.0
2015-06-05,1.005,0.0
2015-06-12,1.016,0.0
2015-06-19,0.971,0.0
2015-06-26,0.941,0.0
2015-06-30,0.935,0.0
2015-07-03,0.863,0.0
2015-07-10,0.845,0.0
2015-07-17,0.904,0.0
2015-07-24,0.931,0.0
2015-07-31,0.909,0.0
2015-08-07,0.918,0.0
2015-08-14,0.933,0.0
2015-08-21,0.905,0.0
2015-08-24,0.887,-1.989
2015-08-25,0.87,-1.9166
2015-08-26,0.861,-1.0345
2015-08-27,0.869,0.9292
2015-08-28,0.882,1.496
2015-08-31,0.875,-0.7937
2015-09-01,0.863,-1.3714
2015-09-02,0.858,-0.5794
2015-09-07,0.861,0.3497
2015-09-08,0.871,1.1614
2015-09-09,0.877,0.6889
2015-09-10,0.877,0.0
2015-09-11,0.879,0.2281
2015-09-14,0.863,-1.8203
2015-09-15,0.853,-1.1587
2015-09-16,0.868,1.7585
2015-09-17,0.863,-0.576
2015-09-18,0.867,0.4635
2015-09-21,0.879,1.3841
2015-09-22,0.881,0.2275
2015-09-23,0.877,-0.454
2015-09-24,0.882,0.5701
2015-09-25,0.874,-0.907
2015-09-28,0.88,0.6865
2015-09-29,0.876,-0.4545
2015-09-30,0.877,0.1142
2015-10-08,0.887,1.1403
2015-10-09,0.89,0.3382
2015-10-12,0.903,1.4607
2015-10-13,0.905,0.2215
2015-10-14,0.901,-0.442
2015-10-15,0.912,1.2209
2015-10-16,0.916,0.4386
2015-10-19,0.916,0.0
2015-10-20,0.924,0.8734
2015-10-21,0.904,-2.1645
2015-10-22,0.915,1.2168
2015-10-23,0.925,1.0929
2015-10-26,0.927,0.2162
2015-10-27,0.929,0.2157
2015-10-28,0.924,-0.5382
2015-10-29,0.927,0.3247
2015-10-30,0.927,0.0
2015-11-02,0.921,-0.6472
2015-11-03,0.92,-0.1086
2015-11-04,0.929,0.9783
2015-11-05,0.933,0.4306
2015-11-06,0.938,0.5359
2015-11-09,0.943,0.533
2015-11-10,0.946,0.3181
2015-11-11,0.946,0.0
2015-11-12,0.943,-0.3171
2015-11-13,0.938,-0.5302
2015-11-16,0.946,0.8529
2015-11-17,0.945,-0.1057
2015-11-18,0.941,-0.4233
2015-11-19,0.948,0.7439
2015-11-20,0.951,0.3165
2015-11-23,0.948,-0.3155
2015-11-24,0.951,0.3165
2015-11-25,0.961,1.0515
2015-11-26,0.961,0.0
2015-11-27,0.941,-2.0812
2015-11-30,0.943,0.2125
2015-12-01,0.943,0.0
2015-12-02,0.943,0.0
2015-12-03,0.952,0.9544
2015-12-04,0.951,-0.105
2015-12-07,0.954,0.3155
2015-12-08,0.945,-0.9434
2015-12-09,0.943,-0.2116
2015-12-10,0.941,-0.2121
2015-12-11,0.935,-0.6376
2015-12-14,0.944,0.9626
2015-12-15,0.949,0.5297
2015-12-16,0.955,0.6322
2015-12-17,0.978,2.4084
2015-12-18,0.977,-0.1022
