净值日期,单位净值,日增长率
2018-06-07,1.0,0.0
2018-06-08,1.0001,0.01
2018-06-15,1.0005,0.0
2018-06-22,1.001,0.0
2018-06-29,1.0017,0.0
2018-06-30,1.0018,0.0
2018-07-06,1.0023,0.0
2018-07-13,1.0028,0.0
2018-07-20,1.0038,0.0
2018-07-27,1.0033,0.0
2018-08-03,1.0028,0.0
2018-08-10,1.0024,0.0
2018-08-17,1.0018,0.0
2018-08-24,1.0019,0.0
2018-08-31,1.0022,0.0
2018-09-06,1.0017,0.0
2018-09-07,1.0017,0.0
2018-09-10,1.0022,0.0499
2018-09-11,1.0021,-0.01
2018-09-12,1.002,-0.01
2018-09-13,1.0022,0.02
2018-09-14,1.0025,0.0299
2018-09-17,1.0023,-0.02
2018-09-18,1.0027,0.0399
2018-09-19,1.0032,0.0499
2018-09-20,1.0029,-0.0299
2018-09-21,1.0056,0.2692
2018-09-25,1.0053,-0.0298
2018-09-26,1.0065,0.1194
2018-09-27,1.0066,0.0099
2018-09-28,1.0093,0.2682
2018-10-08,1.0004,-0.8818
2018-10-09,1.0,-0.04
2018-10-10,1.0002,0.02
2018-10-11,0.9987,-0.15
2018-10-12,1.0004,0.1702
2018-10-15,0.9989,-0.1499
2018-10-16,0.998,-0.0901
2018-10-17,0.9994,0.1403
2018-10-18,0.9956,-0.3802
2018-10-19,1.0003,0.4721
2018-10-22,1.0066,0.6298
2018-10-23,1.0018,-0.4769
2018-10-24,1.0033,0.1497
2018-10-25,1.0041,0.0797
2018-10-26,1.0045,0.0398
2018-10-29,1.0007,-0.3783
2018-10-30,1.0027,0.1999
2018-10-31,1.0049,0.2194
2018-11-01,1.0066,0.1692
2018-11-02,1.0147,0.8047
2018-11-05,1.0119,-0.2759
2018-11-06,1.011,-0.0889
2018-11-07,1.0097,-0.1286
2018-11-08,1.01,0.0297
2018-11-09,1.0062,-0.3762
2018-11-12,1.0068,0.0596
2018-11-13,1.0084,0.1589
2018-11-14,1.0071,-0.1289
2018-11-15,1.0096,0.2482
2018-11-16,1.0098,0.0198
2018-11-19,1.0122,0.2377
2018-11-20,1.0064,-0.573
2018-11-21,1.0076,0.1192
2018-11-22,1.0056,-0.1985
2018-11-23,1.0019,-0.3679
2018-11-26,1.0021,0.02
2018-11-27,1.0011,-0.0998
2018-11-28,1.0036,0.2497
2018-11-29,1.0008,-0.279
2018-11-30,1.0021,0.1299
2018-12-03,1.0069,0.479
2018-12-04,1.0072,0.0298
2018-12-05,1.0073,0.0099
2018-12-06,1.0035,-0.3772
2018-12-07,1.0032,-0.0299
2018-12-10,1.0005,-0.2691
2018-12-11,1.0009,0.04
2018-12-12,1.0019,0.0999
2018-12-13,1.0053,0.3394
2018-12-14,1.0033,-0.1989
2018-12-17,1.0017,-0.1595
2018-12-18,0.9985,-0.3195
2018-12-19,0.9966,-0.1903
2018-12-20,0.9953,-0.1304
2018-12-21,0.9942,-0.1105
2018-12-24,0.9952,0.1006
2018-12-25,0.9948,-0.0402
2018-12-26,0.9947,-0.0101
2018-12-27,0.9934,-0.1307
2018-12-28,0.9945,0.1107
2018-12-31,0.9946,0.0
2019-01-02,0.9935,-0.1006
2019-01-03,0.9948,0.1309
2019-01-04,0.9987,0.392
2019-01-07,1.001,0.2303
2019-01-08,1.0015,0.05
2019-01-09,1.0051,0.3595
2019-01-10,1.0061,0.0995
2019-01-11,1.0076,0.1491
2019-01-14,1.0049,-0.268
2019-01-15,1.0089,0.398
2019-01-16,1.0095,0.0595
2019-01-17,1.0071,-0.2377
2019-01-18,1.012,0.4865
2019-01-21,1.0123,0.0296
2019-01-22,1.0102,-0.2074
2019-01-23,1.0112,0.099
2019-01-24,1.0157,0.445
2019-01-25,1.0204,0.4627
2019-01-28,1.0186,-0.1764
2019-01-29,1.0209,0.2258
2019-01-30,1.0204,-0.049
2019-01-31,1.024,0.3528
2019-02-01,1.0292,0.5078
2019-02-11,1.0346,0.5247
2019-02-12,1.036,0.1353
2019-02-13,1.0433,0.7046
2019-02-14,1.0462,0.278
2019-02-15,1.0381,-0.7742
2019-02-18,1.0541,1.5413
2019-02-19,1.052,-0.1992
2019-02-20,1.0554,0.3232
2019-02-21,1.0564,0.0948
2019-02-22,1.0737,1.6376
2019-02-25,1.1169,4.0235
2019-02-26,1.0986,-1.6385
2019-02-27,1.0962,-0.2185
2019-02-28,1.0934,-0.2554
