净值日期,单位净值,日增长率
2019-12-27,1.0,0.0
2019-12-31,1.0003,0.0
2020-01-03,0.9993,0.0
2020-01-10,1.0001,0.0
2020-01-17,0.9994,0.0
2020-01-23,0.9962,0.0
2020-02-03,0.991,-0.522
2020-02-04,0.9939,0.2926
2020-02-05,0.9941,0.0201
2020-02-06,0.9961,0.2012
2020-02-07,0.997,0.0904
2020-02-10,0.997,0.0
2020-02-11,0.9987,0.1705
2020-02-12,1.0001,0.1402
2020-02-13,0.9996,-0.05
2020-02-14,1.0001,0.05
2020-02-17,1.0018,0.17
2020-02-18,1.002,0.02
2020-02-19,1.0011,-0.0898
2020-02-20,1.0027,0.1598
2020-02-21,1.0038,0.1097
2020-02-24,1.0046,0.0797
2020-02-25,1.0044,-0.0199
2020-02-26,1.0031,-0.1294
2020-02-27,1.0046,0.1495
2020-02-28,0.9993,-0.5276
2020-03-02,1.0021,0.2802
2020-03-03,1.0036,0.1497
2020-03-04,1.0041,0.0498
2020-03-05,1.0069,0.2789
2020-03-06,1.0051,-0.1788
2020-03-09,1.0014,-0.3681
2020-03-10,1.0036,0.2197
2020-03-11,1.0017,-0.1893
2020-03-12,0.9996,-0.2096
2020-03-13,0.9977,-0.1901
2020-03-16,0.9936,-0.4109
2020-03-17,0.993,-0.0604
2020-03-18,0.9912,-0.1813
2020-03-19,0.9898,-0.1412
2020-03-20,0.9914,0.1616
2020-03-23,0.9904,-0.1009
2020-03-24,0.9946,0.4241
2020-03-25,0.9972,0.2614
2020-03-26,0.9984,0.1203
2020-03-27,0.9985,0.01
2020-03-30,0.9973,-0.1202
2020-03-31,0.9978,0.0501
2020-04-01,0.9965,-0.1303
2020-04-02,0.9996,0.3111
2020-04-03,1.0,0.04
2020-04-07,1.0056,0.56
2020-04-08,1.007,0.1392
2020-04-09,1.0099,0.288
2020-04-10,1.0086,-0.1287
2020-04-13,1.0086,0.0
2020-04-14,1.0111,0.2479
2020-04-15,1.0098,-0.1286
2020-04-16,1.0122,0.2377
2020-04-17,1.0117,-0.0494
2020-04-20,1.0138,0.2076
2020-04-21,1.013,-0.0789
2020-04-22,1.0151,0.2073
2020-04-23,1.0143,-0.0788
2020-04-24,1.0129,-0.138
2020-04-27,1.0146,0.1678
2020-04-28,1.0155,0.0887
2020-04-29,1.0134,-0.2068
2020-04-30,1.0153,0.1875
2020-05-06,1.0201,0.4728
2020-05-07,1.0191,-0.098
2020-05-08,1.0199,0.0785
2020-05-11,1.0188,-0.1079
2020-05-12,1.0198,0.0982
2020-05-13,1.02,0.0196
2020-05-14,1.0193,-0.0686
2020-05-15,1.0189,-0.0392
2020-05-18,1.0213,0.2355
2020-05-19,1.0226,0.1273
2020-05-20,1.0203,-0.2249
2020-05-21,1.0198,-0.049
2020-05-22,1.0162,-0.353
2020-05-25,1.0175,0.1279
2020-05-26,1.0192,0.1671
2020-05-27,1.0165,-0.2649
2020-05-28,1.0169,0.0394
2020-05-29,1.018,0.1082
2020-06-01,1.0219,0.3831
2020-06-02,1.0207,-0.1174
2020-06-03,1.0188,-0.1861
2020-06-04,1.0176,-0.1178
2020-06-05,1.0174,-0.0197
2020-06-08,1.0169,-0.0491
2020-06-09,1.0186,0.1672
2020-06-10,1.0223,0.3632
2020-06-11,1.0226,0.0293
2020-06-12,1.0236,0.0978
2020-06-15,1.0209,-0.2638
2020-06-16,1.026,0.4996
2020-06-17,1.0277,0.1657
2020-06-18,1.0271,-0.0584
2020-06-19,1.0315,0.4284
2020-06-22,1.0367,0.5041
2020-06-23,1.0417,0.4823
2020-06-24,1.0407,-0.096
2020-06-29,1.0408,0.0096
2020-06-30,1.0448,0.3843
2020-07-01,1.0477,0.2776
2020-07-02,1.049,0.1241
2020-07-03,1.0536,0.4385
2020-07-06,1.0654,1.12
2020-07-07,1.0742,0.826
2020-07-08,1.0831,0.8285
2020-07-09,1.093,0.914
2020-07-10,1.0951,0.1921
2020-07-13,1.0987,0.3287
2020-07-14,1.096,-0.2457
2020-07-15,1.0955,-0.0456
2020-07-16,1.1032,0.7029
2020-07-17,1.1074,0.3807
2020-07-20,1.114,0.596
2020-07-21,1.1158,0.1616
2020-07-22,1.1202,0.3943
2020-07-23,1.123,0.25
2020-07-24,1.1121,-0.9706
2020-07-27,1.1133,0.1079
