净值日期,单位净值,日增长率
2020-07-16,1.0,0.0
2020-07-20,1.0004,0.0
2020-07-27,0.9947,0.0
2020-07-31,1.0068,0.0
2020-08-07,1.0085,0.0
2020-08-14,1.0081,0.0
2020-08-21,1.0072,0.0
2020-08-28,1.0221,0.0
2020-09-04,1.0214,0.0
2020-09-11,1.0104,0.0
2020-09-18,1.0204,0.0
2020-09-25,1.0062,0.0
2020-09-30,1.0094,0.0
2020-10-09,1.0217,1.22
2020-10-14,1.0388,0.0
2020-10-15,1.0363,-0.24
2020-10-16,1.0367,0.04
2020-10-19,1.033,-0.36
2020-10-20,1.0363,0.32
2020-10-21,1.0355,-0.08
2020-10-22,1.0342,-0.13
2020-10-23,1.0286,-0.54
2020-10-26,1.0315,0.28
2020-10-27,1.0336,0.2
2020-10-28,1.0357,0.2
2020-10-29,1.0388,0.3
2020-10-30,1.031,-0.75
2020-11-02,1.034,0.29
2020-11-03,1.039,0.48
2020-11-04,1.0407,0.16
2020-11-05,1.0493,0.83
2020-11-06,1.0455,-0.36
2020-11-09,1.0554,0.95
2020-11-10,1.052,-0.32
2020-11-11,1.0459,-0.58
2020-11-12,1.049,0.3
2020-11-13,1.0494,0.04
2020-11-16,1.0548,0.51
2020-11-17,1.0518,-0.28
2020-11-18,1.0565,0.45
2020-11-19,1.0578,0.12
2020-11-20,1.0584,0.06
2020-11-23,1.0609,0.24
2020-11-24,1.0603,-0.06
2020-11-25,1.056,-0.41
2020-11-26,1.058,0.19
2020-11-27,1.0616,0.34
2020-11-30,1.0562,-0.51
2020-12-01,1.0636,0.7
2020-12-02,1.0618,-0.17
2020-12-03,1.0617,-0.01
2020-12-04,1.0606,-0.1
2020-12-07,1.0559,-0.44
2020-12-08,1.0542,-0.16
2020-12-09,1.0495,-0.45
2020-12-10,1.0495,0.0
2020-12-11,1.045,-0.43
2020-12-14,1.0524,0.71
2020-12-15,1.0532,0.08
2020-12-16,1.055,0.17
2020-12-17,1.0597,0.45
2020-12-18,1.0581,-0.15
2020-12-21,1.0646,0.61
2020-12-22,1.0591,-0.52
2020-12-23,1.0648,0.54
2020-12-24,1.0642,-0.06
2020-12-25,1.0677,0.33
2020-12-28,1.0662,-0.14
2020-12-29,1.0684,0.21
2020-12-30,1.0784,0.94
2020-12-31,1.0894,1.02
2021-01-04,1.0965,0.65
2021-01-05,1.1054,0.81
2021-01-06,1.1072,0.16
2021-01-07,1.1086,0.13
2021-01-08,1.1132,0.41
2021-01-11,1.112,-0.11
2021-01-12,1.1229,0.98
2021-01-13,1.1212,-0.15
2021-01-14,1.1198,-0.12
2021-01-15,1.1203,0.04
2021-01-18,1.1389,1.66
2021-01-19,1.1414,0.22
2021-01-20,1.1468,0.47
2021-01-21,1.1507,0.34
2021-01-22,1.1492,-0.13
2021-01-25,1.1565,0.64
2021-01-26,1.1439,-1.09
2021-01-27,1.1435,-0.03
2021-01-28,1.1247,-1.64
2021-01-29,1.1209,-0.34
2021-02-01,1.1334,1.12
2021-02-02,1.1415,0.71
2021-02-03,1.1366,-0.43
2021-02-04,1.1335,-0.27
2021-02-05,1.1277,-0.51
2021-02-08,1.1335,0.51
2021-02-09,1.1476,1.24
2021-02-10,1.158,0.91
2021-02-18,1.1647,0.58
2021-02-19,1.1666,0.16
2021-02-22,1.1527,-1.19
2021-02-23,1.1504,-0.2
2021-02-24,1.134,-1.43
2021-02-25,1.1374,0.3
2021-02-26,1.1207,-1.47
2021-03-01,1.1357,1.34
2021-03-02,1.1329,-0.25
2021-03-03,1.1419,0.79
2021-03-04,1.1241,-1.56
2021-03-05,1.1239,-0.02
2021-03-08,1.1048,-1.7
2021-03-09,1.0934,-1.03
2021-03-10,1.0943,0.08
2021-03-11,1.1088,1.33
2021-03-12,1.1062,-0.23
2021-03-15,1.1002,-0.54
2021-03-16,1.1049,0.43
2021-03-17,1.1052,0.03
2021-03-18,1.1104,0.47
2021-03-19,1.1012,-0.83
2021-03-22,1.1029,0.15
2021-03-23,1.0962,-0.61
2021-03-24,1.0845,-1.07
2021-03-25,1.086,0.14
2021-03-26,1.098,1.1
2021-03-29,1.0993,0.12
2021-03-30,1.1054,0.55
2021-03-31,1.103,-0.22
2021-04-01,1.1114,0.76
2021-04-02,1.1146,0.29
2021-04-06,1.1137,-0.08
2021-04-07,1.1104,-0.3
2021-04-08,1.1099,-0.05
2021-04-09,1.1058,-0.37
2021-04-12,1.0953,-0.95
2021-04-13,1.0935,-0.16
2021-04-14,1.0979,0.4
2021-04-15,1.0997,0.16
2021-04-16,1.1039,0.38
2021-04-19,1.1141,0.92
2021-04-20,1.1162,0.19
2021-04-21,1.1147,-0.13
2021-04-22,1.1165,0.16
2021-04-23,1.1192,0.24
2021-04-26,1.1159,-0.29
2021-04-27,1.1141,-0.16
2021-04-28,1.1122,-0.17
2021-04-29,1.1131,0.08
2021-04-30,1.1063,-0.61
2021-05-06,1.107,0.06
2021-05-07,1.1019,-0.46
2021-05-10,1.0985,-0.31
2021-05-11,1.0981,-0.04
2021-05-12,1.1039,0.53
2021-05-13,1.0979,-0.54
2021-05-14,1.1043,0.58
2021-05-17,1.1083,0.36
2021-05-18,1.1129,0.42
2021-05-19,1.1132,0.03
2021-05-20,1.1174,0.38
2021-05-21,1.1154,-0.18
2021-05-24,1.1176,0.2
2021-05-25,1.1284,0.97
2021-05-26,1.1293,0.08
2021-05-27,1.1314,0.19
2021-05-28,1.1296,-0.16
2021-05-31,1.1346,0.44
2021-06-01,1.1393,0.41
2021-06-02,1.1368,-0.22
2021-06-03,1.1327,-0.36
2021-06-04,1.1341,0.12
2021-06-07,1.1342,0.01
2021-06-08,1.1313,-0.26
2021-06-09,1.1317,0.04
2021-06-10,1.1366,0.43
2021-06-11,1.1341,-0.22
2021-06-15,1.1313,-0.25
2021-06-16,1.1226,-0.77
2021-06-17,1.1289,0.56
2021-06-18,1.1333,0.39
2021-06-21,1.1356,0.2
2021-06-22,1.1341,-0.13
2021-06-23,1.1414,0.64
2021-06-24,1.1425,0.1
2021-06-25,1.1504,0.69
2021-06-28,1.1523,0.17
2021-06-29,1.1475,-0.42
2021-06-30,1.1498,0.2
2021-07-01,1.1473,-0.22
2021-07-02,1.1386,-0.76
2021-07-05,1.1397,0.1
2021-07-06,1.1397,0.0
2021-07-07,1.1434,0.32
2021-07-08,1.1435,0.01
2021-07-09,1.1469,0.3
2021-07-12,1.1534,0.57
2021-07-13,1.1567,0.29
2021-07-14,1.1531,-0.31
2021-07-15,1.155,0.16
2021-07-16,1.1576,0.23
2021-07-19,1.1539,-0.32
2021-07-20,1.1536,-0.03
2021-07-21,1.1594,0.5
2021-07-22,1.1679,0.73
2021-07-23,1.1639,-0.34
2021-07-26,1.149,-1.28
2021-07-27,1.1308,-1.58
2021-07-28,1.1282,-0.23
2021-07-29,1.1476,1.72
2021-07-30,1.1431,-0.39
2021-08-02,1.1531,0.87
2021-08-03,1.148,-0.44
2021-08-04,1.1586,0.92
2021-08-05,1.1529,-0.49
2021-08-06,1.1512,-0.15
2021-08-09,1.1576,0.56
2021-08-10,1.1644,0.59
2021-08-11,1.1642,-0.02
2021-08-12,1.164,-0.02
2021-08-13,1.163,-0.09
2021-08-16,1.1588,-0.36
2021-08-17,1.1478,-0.95
2021-08-18,1.1532,0.47
2021-08-19,1.1462,-0.61
2021-08-20,1.1429,-0.29
2021-08-23,1.156,1.15
2021-08-24,1.169,1.12
2021-08-25,1.1704,0.12
2021-08-26,1.1629,-0.64
2021-08-27,1.1625,-0.03
2021-08-30,1.1658,0.28
2021-08-31,1.1691,0.28
2021-09-01,1.1701,0.09
2021-09-02,1.1729,0.24
2021-09-03,1.1683,-0.39
2021-09-06,1.1733,0.43
2021-09-07,1.1809,0.65
2021-09-08,1.1861,0.44
2021-09-09,1.1803,-0.49
2021-09-10,1.1862,0.5
2021-09-13,1.1849,-0.11
2021-09-14,1.1764,-0.72
2021-09-15,1.1702,-0.53
2021-09-16,1.1606,-0.82
2021-09-17,1.1629,0.2
2021-09-22,1.1587,-0.36
2021-09-23,1.1678,0.79
2021-09-24,1.1631,-0.4
2021-09-27,1.1593,-0.33
2021-09-28,1.1613,0.17
2021-09-29,1.153,-0.71
2021-09-30,1.1554,0.21
2021-10-08,1.1593,0.34
2021-10-11,1.1627,0.29
2021-10-12,1.1531,-0.83
2021-10-13,1.1542,0.1
2021-10-14,1.1564,0.19
2021-10-15,1.1617,0.46
2021-10-18,1.1605,-0.1
2021-10-19,1.165,0.39
2021-10-20,1.1663,0.11
2021-10-21,1.1638,-0.21
2021-10-22,1.1649,0.09
2021-10-25,1.1663,0.12
2021-10-26,1.1665,0.02
2021-10-27,1.16,-0.56
2021-10-28,1.1569,-0.27
2021-10-29,1.1602,0.29
2021-11-01,1.1641,0.34
2021-11-02,1.1602,-0.34
2021-11-03,1.1628,0.22
2021-11-04,1.169,0.53
2021-11-05,1.1675,-0.13
2021-11-08,1.1641,-0.29
2021-11-09,1.1676,0.3
2021-11-10,1.1735,0.51
2021-11-11,1.1797,0.53
2021-11-12,1.1853,0.47
2021-11-15,1.1857,0.03
2021-11-16,1.1835,-0.19
2021-11-17,1.1853,0.15
2021-11-18,1.1816,-0.31
2021-11-19,1.1893,0.65
2021-11-22,1.1945,0.44
2021-11-23,1.1909,-0.3
2021-11-24,1.1892,-0.14
2021-11-25,1.1894,0.02
2021-11-26,1.1828,-0.55
2021-11-29,1.1841,0.11
2021-11-30,1.1813,-0.24
2021-12-01,1.1819,0.05
2021-12-02,1.1841,0.19
2021-12-03,1.1858,0.14
2021-12-06,1.1797,-0.51
2021-12-07,1.1795,-0.02
2021-12-08,1.1867,0.61
2021-12-09,1.1907,0.34
2021-12-10,1.1891,-0.13
2021-12-13,1.1895,0.03
2021-12-14,1.1875,-0.17
2021-12-15,1.1851,-0.2
2021-12-16,1.187,0.16
2021-12-17,1.1789,-0.68
2021-12-20,1.17,-0.75
2021-12-21,1.177,0.6
2021-12-22,1.1827,0.48
2021-12-23,1.1867,0.34
2021-12-24,1.1828,-0.33
2021-12-27,1.1835,0.06
2021-12-28,1.1854,0.16
2021-12-29,1.1836,-0.15
