净值日期,累计净值
2021-03-24,1.0
2021-03-26,0.9997
2021-04-02,1.0029
2021-04-09,0.9991
2021-04-16,0.9943
2021-04-23,1.0042
2021-04-30,1.0157
2021-05-07,1.0023
2021-05-14,1.0085
2021-05-21,1.0176
2021-05-28,1.0477
2021-06-04,1.0419
2021-06-08,1.0413
2021-06-09,1.0471
2021-06-10,1.0495
2021-06-11,1.0511
2021-06-15,1.0489
2021-06-16,1.0327
2021-06-17,1.048
2021-06-18,1.0625
2021-06-21,1.0757
2021-06-22,1.0814
2021-06-23,1.0764
2021-06-24,1.0741
2021-06-25,1.0858
2021-06-28,1.087
2021-06-29,1.0865
2021-06-30,1.0964
2021-07-01,1.0881
2021-07-02,1.0712
2021-07-05,1.0693
2021-07-06,1.0602
2021-07-07,1.0898
2021-07-08,1.0827
2021-07-09,1.0765
2021-07-12,1.0978
2021-07-13,1.1089
2021-07-14,1.1129
2021-07-15,1.1106
2021-07-16,1.1001
2021-07-19,1.0953
2021-07-20,1.102
2021-07-21,1.1394
2021-07-22,1.1609
2021-07-23,1.1436
2021-07-26,1.1339
2021-07-27,1.0843
2021-07-28,1.0863
2021-07-29,1.1361
2021-07-30,1.1363
2021-08-02,1.1483
2021-08-03,1.1229
2021-08-04,1.1696
2021-08-05,1.1847
2021-08-06,1.1824
2021-08-09,1.1621
2021-08-10,1.1696
2021-08-11,1.179
2021-08-12,1.2094
2021-08-13,1.2052
2021-08-16,1.1802
2021-08-17,1.1515
2021-08-18,1.1544
2021-08-19,1.1762
2021-08-20,1.1797
2021-08-23,1.2176
2021-08-24,1.2373
2021-08-25,1.246
2021-08-26,1.2313
2021-08-27,1.2403
2021-08-30,1.2431
2021-08-31,1.2356
2021-09-01,1.2085
2021-09-02,1.2476
2021-09-03,1.2221
2021-09-06,1.2504
2021-09-07,1.2705
2021-09-08,1.2602
2021-09-09,1.2524
2021-09-10,1.261
2021-09-13,1.26
2021-09-14,1.2852
2021-09-15,1.3042
2021-09-16,1.2587
2021-09-17,1.2606
2021-09-22,1.2454
2021-09-23,1.2594
2021-09-24,1.2577
2021-09-27,1.2377
2021-09-28,1.2288
2021-09-29,1.2032
2021-09-30,1.2459
2021-10-08,1.2467
2021-10-11,1.265
2021-10-12,1.2251
2021-10-13,1.2495
2021-10-14,1.2531
2021-10-15,1.2704
2021-10-18,1.3032
2021-10-19,1.3164
2021-10-20,1.3302
2021-10-21,1.337
2021-10-22,1.3282
2021-10-25,1.3842
2021-10-26,1.3831
2021-10-27,1.3923
2021-10-28,1.3737
2021-10-29,1.3946
2021-11-01,1.3913
2021-11-02,1.396
2021-11-03,1.3807
2021-11-04,1.4021
2021-11-05,1.3646
2021-11-08,1.3782
2021-11-09,1.4021
2021-11-10,1.3893
2021-11-11,1.4125
2021-11-12,1.4316
2021-11-15,1.405
2021-11-16,1.3661
2021-11-17,1.4009
2021-11-18,1.3937
2021-11-19,1.4043
2021-11-22,1.4301
2021-11-23,1.4055
2021-11-24,1.3977
2021-11-25,1.3831
2021-11-26,1.3798
2021-11-29,1.4179
2021-11-30,1.4242
2021-12-01,1.4078
2021-12-02,1.3982
2021-12-03,1.4065
