净值日期,累计净值
2023-12-19,1.0
2023-12-22,0.9999
2023-12-29,0.9997
2023-12-31,0.9998
2024-01-05,0.9976
2024-01-12,0.9958
2024-01-19,0.9927
2024-01-26,0.989
2024-02-02,0.9865
2024-02-08,0.9871
2024-02-23,0.9936
2024-02-26,0.9932
2024-02-27,0.9992
2024-02-28,0.991
2024-02-29,0.9976
2024-03-01,0.9963
2024-03-04,0.9976
2024-03-05,0.9911
2024-03-06,0.9906
2024-03-07,0.9763
2024-03-08,0.9951
2024-03-11,1.0071
2024-03-12,1.008
2024-03-13,1.0116
2024-03-14,1.0035
2024-03-15,1.0095
2024-03-18,1.031
2024-03-19,1.0281
2024-03-20,1.0275
2024-03-21,1.0235
2024-03-22,1.0148
2024-03-25,1.0016
2024-03-26,0.9978
2024-03-27,0.9809
2024-03-28,0.9877
2024-03-29,0.9857
2024-04-01,0.9976
2024-04-02,0.9859
2024-04-03,0.982
2024-04-08,0.9613
2024-04-09,0.9734
2024-04-10,0.9662
2024-04-11,0.9691
2024-04-12,0.9661
2024-04-15,0.958
2024-04-16,0.9273
2024-04-17,0.9501
2024-04-18,0.9496
2024-04-19,0.9477
2024-04-22,0.9547
2024-04-23,0.9572
2024-04-24,0.9617
2024-04-25,0.9614
2024-04-26,0.976
2024-04-29,0.9812
2024-04-30,0.9747
2024-05-06,0.9958
2024-05-07,0.9896
2024-05-08,0.9746
2024-05-09,0.9895
2024-05-10,0.9782
2024-05-13,0.9775
2024-05-14,0.988
2024-05-15,0.9654
2024-05-16,0.9686
2024-05-17,0.967
2024-05-20,0.9695
2024-05-21,0.9656
2024-05-22,0.9627
2024-05-23,0.9492
2024-05-24,0.9321
2024-05-27,0.9385
2024-05-28,0.9266
2024-05-29,0.9306
2024-05-30,0.9391
2024-05-31,0.9455
2024-06-03,0.9427
2024-06-04,0.9515
2024-06-05,0.9411
2024-06-06,0.9387
2024-06-07,0.9278
2024-06-11,0.9447
2024-06-12,0.953
2024-06-13,0.9584
2024-06-14,0.965
2024-06-17,0.9883
2024-06-18,0.9944
2024-06-19,0.9831
2024-06-20,0.9721
2024-06-21,0.9745
2024-06-24,0.9526
2024-06-25,0.9368
2024-06-26,0.9619
2024-06-27,0.9507
2024-06-28,0.9647
2024-06-30,0.9646
2024-07-01,0.9693
2024-07-02,0.9531
2024-07-03,0.9491
2024-07-04,0.9451
