净值日期,累计净值
2024-01-18,1.0
2024-01-19,1.0
2024-01-23,1.0001
2024-01-24,1.0001
2024-01-25,1.0002
2024-01-26,1.0002
2024-01-29,1.0003
2024-01-30,1.0005
2024-01-31,1.0006
2024-02-01,1.0005
2024-02-02,1.0006
2024-02-05,1.0012
2024-02-06,1.0008
2024-02-07,1.0013
2024-02-08,1.0014
2024-02-19,1.0022
2024-02-20,1.0027
2024-02-21,1.0029
2024-02-22,1.0032
2024-02-23,1.0034
2024-02-26,1.0038
2024-02-27,1.0037
2024-02-28,1.0039
2024-02-29,1.0043
2024-03-01,1.0033
2024-03-04,1.0038
2024-03-05,1.0041
2024-03-06,1.0057
2024-03-07,1.0053
2024-03-08,1.0054
2024-03-11,1.0051
2024-03-12,1.0047
2024-03-13,1.0047
2024-03-14,1.0046
2024-03-15,1.005
2024-03-18,1.0058
2024-03-19,1.0065
2024-03-20,1.0059
2024-03-21,1.0062
2024-03-22,1.0062
2024-03-25,1.0065
2024-03-26,1.0068
2024-03-27,1.0077
2024-03-28,1.0076
2024-03-29,1.0079
2024-04-01,1.0078
2024-04-02,1.0081
2024-04-03,1.0084
2024-04-08,1.0089
2024-04-09,1.0091
2024-04-10,1.0089
2024-04-11,1.0093
2024-04-12,1.0098
2024-04-15,1.0095
2024-04-16,1.0093
2024-04-17,1.0099
2024-04-18,1.0105
2024-04-19,1.0109
2024-04-22,1.0115
2024-04-23,1.0118
2024-04-24,1.0108
2024-04-25,1.0111
2024-04-26,1.0106
2024-04-29,1.0097
2024-04-30,1.0106
2024-05-06,1.0111
2024-05-07,1.0116
2024-05-08,1.0115
2024-05-09,1.0113
2024-05-10,1.0115
2024-05-13,1.0122
2024-05-14,1.0125
2024-05-15,1.0126
2024-05-16,1.0126
2024-05-17,1.0128
2024-05-20,1.0129
2024-05-21,1.0128
2024-05-22,1.013
2024-05-23,1.0132
2024-05-24,1.0132
2024-05-27,1.0133
2024-05-28,1.0135
2024-05-29,1.0142
2024-05-30,1.0142
2024-05-31,1.0146
2024-06-03,1.015
2024-06-04,1.0151
2024-06-05,1.0154
2024-06-06,1.0155
2024-06-07,1.0155
2024-06-11,1.0157
2024-06-12,1.0156
2024-06-13,1.0157
2024-06-14,1.0158
2024-06-17,1.016
2024-06-18,1.0165
2024-06-19,1.0171
2024-06-20,1.0172
2024-06-21,1.0169
2024-06-24,1.0175
2024-06-25,1.0181
2024-06-26,1.0185
2024-06-27,1.0191
2024-06-28,1.0191
2024-06-30,1.0192
2024-07-01,1.0178
2024-07-02,1.0183
2024-07-03,1.0186
2024-07-04,1.0186
2024-07-05,1.0183
2024-07-08,1.0178
2024-07-09,1.0181
2024-07-10,1.0182
2024-07-11,1.0186
2024-07-12,1.0188
2024-07-15,1.019
2024-07-16,1.019
2024-07-17,1.019
2024-07-18,1.0187
2024-07-19,1.0189
2024-07-22,1.0201
2024-07-23,1.0206
2024-07-24,1.0205
2024-07-25,1.0211
2024-07-26,1.0211
2024-07-29,1.0218
2024-07-30,1.0222
2024-07-31,1.0226
2024-08-01,1.0232
2024-08-02,1.0234
2024-08-05,1.0237
2024-08-06,1.0234
2024-08-07,1.0233
2024-08-08,1.023
2024-08-09,1.0226
2024-08-12,1.0217
2024-08-13,1.0222
2024-08-14,1.0225
2024-08-15,1.0222
2024-08-16,1.0221
2024-08-19,1.0222
2024-08-20,1.0221
2024-08-21,1.022
2024-08-22,1.0221
2024-08-23,1.0225
2024-08-26,1.0225
2024-08-27,1.022
2024-08-28,1.0224
2024-08-29,1.0224
2024-08-30,1.0225
2024-09-02,1.0231
2024-09-03,1.0234
2024-09-04,1.0236
2024-09-05,1.0238
2024-09-06,1.0239
2024-09-09,1.0241
2024-09-10,1.0243
2024-09-11,1.0249
2024-09-12,1.0252
2024-09-13,1.0257
2024-09-18,1.0263
2024-09-19,1.0262
2024-09-20,1.0263
2024-09-23,1.0264
2024-09-24,1.0262
2024-09-25,1.0276
2024-09-26,1.0276
2024-09-27,1.0266
2024-09-30,1.0271
2024-10-08,1.0258
2024-10-09,1.0256
2024-10-10,1.0272
2024-10-11,1.0277
2024-10-14,1.0285
2024-10-15,1.0285
2024-10-16,1.0281
2024-10-17,1.029
2024-10-18,1.0286
2024-10-21,1.0288
2024-10-22,1.0283
2024-10-23,1.028
2024-10-24,1.0282
2024-10-25,1.0286
2024-10-28,1.0287
2024-10-29,1.0291
2024-10-30,1.0291
2024-10-31,1.0295
2024-11-01,1.03
2024-11-04,1.0301
2024-11-05,1.0302
2024-11-06,1.0301
2024-11-07,1.0307
2024-11-08,1.0308
2024-11-11,1.0309
2024-11-12,1.031
2024-11-13,1.031
2024-11-14,1.0311
2024-11-15,1.0312
2024-11-18,1.0309
2024-11-19,1.0311
2024-11-20,1.0311
2024-11-21,1.0315
2024-11-22,1.0314
2024-11-25,1.0318
2024-11-26,1.0317
2024-11-27,1.0316
2024-11-28,1.0321
2024-11-29,1.0336
2024-12-02,1.036
2024-12-03,1.0359
2024-12-04,1.0373
2024-12-05,1.0371
2024-12-06,1.0365
2024-12-09,1.0381
2024-12-10,1.038
2024-12-11,1.0392
2024-12-12,1.0393
2024-12-13,1.0418
2024-12-16,1.0439
2024-12-17,1.0435
2024-12-18,1.0436
2024-12-19,1.0441
2024-12-20,1.0466
2024-12-23,1.0471
2024-12-24,1.0472
2024-12-25,1.0466
2024-12-26,1.047
2024-12-27,1.0472
2024-12-30,1.0472
2024-12-31,1.047
2025-01-02,1.0468
2025-01-03,1.0469
2025-01-06,1.047
2025-01-07,1.0459
2025-01-08,1.0454
2025-01-09,1.0449
2025-01-10,1.0449
2025-01-13,1.0441
2025-01-14,1.0448
2025-01-15,1.0452
2025-01-16,1.0444
2025-01-17,1.0444
2025-01-20,1.0441
2025-01-21,1.0447
2025-01-22,1.0446
2025-01-23,1.044
2025-01-24,1.044
2025-01-27,1.0451
2025-02-05,1.0458
2025-02-06,1.0462
2025-02-07,1.0457
2025-02-10,1.045
2025-02-11,1.045
2025-02-12,1.045
2025-02-13,1.0448
2025-02-14,1.0439
2025-02-17,1.044
2025-02-18,1.0435
2025-02-19,1.0438
2025-02-20,1.0431
2025-02-21,1.0429
2025-02-24,1.0423
2025-02-25,1.0425
2025-02-26,1.0425
2025-02-27,1.0421
2025-02-28,1.0424
2025-03-03,1.0434
2025-03-04,1.0435
2025-03-05,1.0435
2025-03-06,1.0431
2025-03-07,1.0423
2025-03-10,1.0423
2025-03-11,1.0415
2025-03-12,1.0427
2025-03-13,1.0431
2025-03-14,1.0436
2025-03-17,1.0429
2025-03-18,1.043
2025-03-19,1.0432
2025-03-20,1.0441
2025-03-21,1.0438
2025-03-24,1.044
2025-03-25,1.0439
2025-03-26,1.0439
2025-03-27,1.044
2025-03-28,1.0442
2025-03-31,1.0443
2025-04-01,1.0444
2025-04-02,1.0449
2025-04-03,1.0471
2025-04-07,1.0503
2025-04-08,1.048
2025-04-09,1.0483
2025-04-10,1.049
2025-04-11,1.0492
2025-04-14,1.0495
2025-04-15,1.0493
2025-04-16,1.0495
2025-04-17,1.0493
2025-04-18,1.0493
2025-04-21,1.0491
2025-04-22,1.0493
2025-04-23,1.049
2025-04-24,1.049
2025-04-25,1.0492
2025-04-28,1.0501
2025-04-29,1.0514
2025-04-30,1.0518
2025-05-06,1.0516
2025-05-07,1.0513
2025-05-08,1.0525
2025-05-09,1.0529
2025-05-12,1.0511
2025-05-13,1.052
2025-05-14,1.0518
2025-05-15,1.0513
2025-05-16,1.0513
2025-05-19,1.0514
2025-05-20,1.0515
2025-05-21,1.051
2025-05-22,1.051
2025-05-23,1.051
2025-05-26,1.0511
2025-05-27,1.0506
2025-05-28,1.0503
2025-05-29,1.0496
