净值日期,累计净值
2024-03-14,1.0494
2024-03-15,1.0506
2024-03-18,1.0522
2024-03-19,1.053
2024-03-20,1.0522
2024-03-21,1.0526
2024-03-22,1.0522
2024-03-25,1.0516
2024-03-26,1.0517
2024-03-27,1.0532
2024-03-28,1.0528
2024-03-29,1.0533
2024-04-01,1.0528
2024-04-02,1.0534
2024-04-03,1.0542
2024-04-08,1.0549
2024-04-09,1.0557
2024-04-10,1.0551
2024-04-11,1.0559
2024-04-12,1.0574
2024-04-15,1.0577
2024-04-16,1.0581
2024-04-17,1.059
2024-04-18,1.0602
2024-04-19,1.0609
2024-04-22,1.0619
2024-04-23,1.0627
2024-04-24,1.0603
2024-04-25,1.0608
2024-04-26,1.0582
2024-04-29,1.0557
2024-04-30,1.0579
2024-05-06,1.0587
2024-05-07,1.0601
2024-05-08,1.0599
2024-05-09,1.0588
2024-05-10,1.0589
2024-05-13,1.0599
2024-05-14,1.0602
2024-05-15,1.06
2024-05-16,1.0594
2024-05-17,1.0597
2024-05-20,1.0598
2024-05-21,1.0598
2024-05-22,1.0599
2024-05-23,1.0604
2024-05-24,1.0604
2024-05-27,1.0605
2024-05-28,1.0612
2024-05-29,1.0615
2024-05-30,1.0613
2024-05-31,1.0606
2024-06-03,1.0621
2024-06-04,1.0626
2024-06-05,1.064
2024-06-06,1.0644
2024-06-07,1.0643
2024-06-11,1.0651
2024-06-12,1.0648
2024-06-13,1.0655
2024-06-14,1.0671
2024-06-17,1.0672
2024-06-18,1.0683
2024-06-19,1.0698
2024-06-20,1.0699
2024-06-21,1.0687
2024-06-24,1.0706
2024-06-25,1.0715
2024-06-26,1.0722
2024-06-27,1.0746
2024-06-28,1.0748
2024-06-30,1.075
2024-07-01,1.0705
2024-07-02,1.0727
2024-07-03,1.0735
2024-07-04,1.0731
2024-07-05,1.0703
2024-07-08,1.0682
2024-07-09,1.0707
2024-07-10,1.0706
2024-07-11,1.0716
2024-07-12,1.0726
2024-07-15,1.0744
2024-07-16,1.075
2024-07-17,1.0751
2024-07-18,1.074
2024-07-19,1.0748
2024-07-22,1.0781
2024-07-23,1.0808
2024-07-24,1.0805
2024-07-25,1.083
2024-07-26,1.0838
2024-07-29,1.0867
2024-07-30,1.0876
2024-07-31,1.088
2024-08-01,1.0903
2024-08-02,1.0911
2024-08-05,1.0918
2024-08-06,1.0912
2024-08-07,1.0934
2024-08-08,1.0885
2024-08-09,1.0858
2024-08-12,1.0789
2024-08-13,1.084
2024-08-14,1.0879
2024-08-15,1.0841
2024-08-16,1.0842
2024-08-19,1.0865
2024-08-20,1.0868
2024-08-21,1.087
2024-08-22,1.0873
2024-08-23,1.0878
2024-08-26,1.0864
2024-08-27,1.0835
2024-08-28,1.0862
2024-08-29,1.085
2024-08-30,1.085
2024-09-02,1.0882
2024-09-03,1.089
2024-09-04,1.0905
2024-09-05,1.0908
2024-09-06,1.0909
2024-09-09,1.0928
2024-09-10,1.0942
2024-09-11,1.0957
2024-09-12,1.0964
2024-09-13,1.0986
2024-09-18,1.1017
2024-09-19,1.1017
2024-09-20,1.1025
2024-09-23,1.1032
2024-09-24,1.0994
2024-09-25,1.1036
2024-09-26,1.099
2024-09-27,1.0871
2024-09-30,1.0867
2024-10-08,1.0817
2024-10-09,1.0848
2024-10-10,1.0912
2024-10-11,1.0916
2024-10-14,1.0919
2024-10-15,1.093
2024-10-16,1.0921
2024-10-17,1.0947
2024-10-18,1.0935
2024-10-21,1.0935
2024-10-22,1.0909
2024-10-23,1.0894
2024-10-24,1.089
2024-10-25,1.0891
2024-10-28,1.0878
2024-10-29,1.0885
2024-10-30,1.0884
2024-10-31,1.0901
2024-11-01,1.0915
2024-11-04,1.0921
2024-11-05,1.0935
2024-11-06,1.0926
2024-11-07,1.0936
2024-11-08,1.0942
2024-11-11,1.0958
2024-11-12,1.0984
2024-11-13,1.0969
2024-11-14,1.0974
2024-11-15,1.0968
2024-11-18,1.095
2024-11-19,1.0965
2024-11-20,1.096
2024-11-21,1.098
2024-11-22,1.0984
2024-11-25,1.1005
2024-11-26,1.1008
2024-11-27,1.1006
2024-11-28,1.1029
2024-11-29,1.1045
2024-12-02,1.1083
2024-12-03,1.1081
2024-12-04,1.1108
2024-12-05,1.1114
2024-12-06,1.1109
2024-12-09,1.1138
2024-12-10,1.1185
2024-12-11,1.1196
2024-12-12,1.1204
2024-12-13,1.1233
2024-12-16,1.1269
2024-12-17,1.1262
2024-12-18,1.1241
2024-12-19,1.1255
2024-12-20,1.1287
2024-12-23,1.1287
2024-12-24,1.1269
2024-12-25,1.1251
2024-12-26,1.1271
2024-12-27,1.1295
2024-12-30,1.1289
2024-12-31,1.1311
2025-01-02,1.1369
2025-01-03,1.138
2025-01-06,1.1391
2025-01-07,1.1369
2025-01-08,1.1365
2025-01-09,1.1337
2025-01-10,1.1346
2025-01-13,1.1322
2025-01-14,1.1348
2025-01-15,1.1353
2025-01-16,1.1344
2025-01-17,1.1339
2025-01-20,1.1331
2025-01-21,1.1346
2025-01-22,1.1343
2025-01-23,1.1336
2025-01-24,1.1336
2025-01-27,1.1363
2025-02-05,1.138
2025-02-06,1.1397
2025-02-07,1.1397
2025-02-10,1.1377
2025-02-11,1.1383
2025-02-12,1.1378
2025-02-13,1.1376
2025-02-14,1.1355
2025-02-17,1.1323
2025-02-18,1.1308
2025-02-19,1.1324
2025-02-20,1.1291
2025-02-21,1.1257
2025-02-24,1.1207
2025-02-25,1.1229
2025-02-26,1.1231
2025-02-27,1.1196
2025-02-28,1.1221
2025-03-03,1.1256
2025-03-04,1.1253
2025-03-05,1.1258
2025-03-06,1.1218
2025-03-07,1.1156
2025-03-10,1.1137
2025-03-11,1.1061
2025-03-12,1.1101
2025-03-13,1.1093
2025-03-14,1.1121
2025-03-17,1.1048
2025-03-18,1.1051
2025-03-19,1.1064
2025-03-20,1.112
2025-03-21,1.1107
2025-03-24,1.1121
2025-03-25,1.114
2025-03-26,1.1168
2025-03-27,1.116
2025-03-28,1.1154
2025-03-31,1.1172
2025-04-01,1.1181
2025-04-02,1.1222
2025-04-03,1.131
2025-04-07,1.1384
2025-04-08,1.1332
2025-04-09,1.133
2025-04-10,1.1338
2025-04-11,1.1337
2025-04-14,1.1338
2025-04-15,1.1339
2025-04-16,1.1349
2025-04-17,1.1335
2025-04-18,1.1339
2025-04-21,1.1325
2025-04-22,1.1341
2025-04-23,1.1326
2025-04-24,1.1322
2025-04-25,1.1325
2025-04-28,1.134
2025-04-29,1.1368
2025-04-30,1.1375
2025-05-06,1.1376
2025-05-07,1.1362
2025-05-08,1.1385
2025-05-09,1.1392
2025-05-12,1.1335
2025-05-13,1.1361
2025-05-14,1.135
2025-05-15,1.1333
2025-05-16,1.1335
2025-05-19,1.1355
2025-05-20,1.135
2025-05-21,1.1346
2025-05-22,1.1343
2025-05-23,1.1348
2025-05-26,1.1352
2025-05-27,1.1336
2025-05-28,1.1328
2025-05-29,1.1308
2025-05-30,1.1333
2025-06-03,1.133
2025-06-04,1.1337
2025-06-05,1.1337
2025-06-06,1.1364
2025-06-09,1.137
2025-06-10,1.1368
2025-06-11,1.138
2025-06-12,1.1378
2025-06-13,1.1379
2025-06-16,1.138
2025-06-17,1.1395
2025-06-18,1.1398
2025-06-19,1.1404
2025-06-20,1.1409
2025-06-23,1.141
2025-06-24,1.14
2025-06-25,1.1384
2025-06-26,1.139
2025-06-27,1.1391
2025-06-30,1.1384
2025-07-01,1.1399
2025-07-02,1.1413
2025-07-03,1.1416
2025-07-04,1.1418
2025-07-07,1.1418
2025-07-08,1.1409
2025-07-09,1.141
2025-07-10,1.1391
2025-07-11,1.1388
2025-07-14,1.1379
2025-07-15,1.1401
2025-07-16,1.1398
2025-07-17,1.1398
2025-07-18,1.1394
2025-07-21,1.1376
2025-07-22,1.1354
2025-07-23,1.1337
2025-07-24,1.1293
2025-07-25,1.1295
2025-07-28,1.1319
2025-07-29,1.1279
