净值日期,累计净值
2019-01-25,1.0
2019-02-01,1.0059
2019-02-15,1.0374
2019-02-21,1.0671
2019-02-22,1.0805
2019-02-25,1.1387
2019-02-26,1.142
2019-02-27,1.1345
2019-02-28,1.1294
2019-03-01,1.1573
2019-03-04,1.1818
2019-03-05,1.1931
2019-03-06,1.1989
2019-03-07,1.1868
2019-03-08,1.1506
2019-03-11,1.168
2019-03-12,1.1793
2019-03-13,1.1546
2019-03-14,1.1359
2019-03-15,1.1494
2019-03-18,1.1776
2019-03-19,1.173
2019-03-20,1.1683
2019-03-21,1.1729
2019-03-22,1.1782
2019-03-25,1.153
2019-03-26,1.1412
2019-03-27,1.1445
2019-03-28,1.1343
2019-03-29,1.1693
2019-04-01,1.2082
2019-04-02,1.2101
2019-04-03,1.2273
2019-04-04,1.2383
2019-04-08,1.2382
2019-04-09,1.2344
2019-04-10,1.2343
2019-04-11,1.2131
2019-04-12,1.216
2019-04-15,1.2079
2019-04-16,1.2348
2019-04-17,1.238
2019-04-18,1.2266
2019-04-19,1.2333
2019-04-22,1.2151
2019-04-23,1.2042
2019-04-24,1.2167
2019-04-25,1.1996
2019-04-26,1.1884
2019-04-29,1.1783
2019-04-30,1.2017
2019-05-06,1.1508
2019-05-07,1.1517
2019-05-08,1.1251
2019-05-09,1.1248
2019-05-10,1.1601
2019-05-13,1.149
2019-05-14,1.1501
2019-05-15,1.1655
2019-05-16,1.1606
2019-05-17,1.14
2019-05-20,1.1263
2019-05-21,1.1512
2019-05-22,1.1411
2019-05-23,1.1263
2019-05-24,1.1201
2019-05-27,1.1402
2019-05-28,1.1527
2019-05-29,1.1439
2019-05-30,1.1403
2019-05-31,1.138
2019-06-03,1.137
2019-06-04,1.1326
2019-06-05,1.1384
2019-06-06,1.129
2019-06-10,1.1412
2019-06-11,1.1685
2019-06-12,1.1625
2019-06-13,1.1633
2019-06-14,1.1566
2019-06-17,1.1592
2019-06-18,1.16
2019-06-19,1.1673
2019-06-20,1.1858
2019-06-21,1.19
2019-06-24,1.1892
2019-06-25,1.1761
2019-06-26,1.1742
2019-06-27,1.1765
2019-06-28,1.1688
2019-06-30,1.1687
2019-07-01,1.1943
2019-07-02,1.1918
2019-07-03,1.1899
2019-07-04,1.1916
2019-07-05,1.1893
2019-07-08,1.1611
2019-07-09,1.1585
2019-07-10,1.1544
2019-07-11,1.1541
2019-07-12,1.1635
2019-07-15,1.1685
2019-07-16,1.1748
2019-07-17,1.1766
2019-07-18,1.1657
2019-07-19,1.1741
2019-07-22,1.1635
2019-07-23,1.168
2019-07-24,1.1762
2019-07-25,1.1856
2019-07-26,1.1846
2019-07-29,1.1837
2019-07-30,1.1873
2019-07-31,1.1765
2019-08-01,1.1672
2019-08-02,1.1504
2019-08-05,1.1322
2019-08-06,1.1159
