净值日期,累计净值
2023-06-27,1.0
2023-06-30,1.0
2023-07-07,1.0002
2023-07-14,1.0002
2023-07-21,1.0002
2023-07-26,1.0001
2023-07-27,1.0002
2023-07-28,1.0032
2023-07-31,1.0067
2023-08-01,1.0047
2023-08-02,1.0012
2023-08-03,1.0026
2023-08-04,0.9983
2023-08-07,0.9886
2023-08-08,0.9876
2023-08-09,0.9835
2023-08-10,0.9884
2023-08-11,0.9759
2023-08-14,0.9771
2023-08-15,0.9752
2023-08-16,0.9691
2023-08-17,0.9786
2023-08-18,0.9712
2023-08-21,0.9633
2023-08-22,0.9571
2023-08-23,0.9432
2023-08-24,0.9406
2023-08-25,0.932
2023-08-28,0.9397
2023-08-29,0.9607
2023-08-30,0.962
2023-08-31,0.9574
2023-09-01,0.9638
2023-09-04,0.9784
2023-09-05,0.9735
2023-09-06,0.9739
2023-09-07,0.9622
2023-09-08,0.9617
2023-09-11,0.9692
2023-09-12,0.9683
2023-09-13,0.9604
2023-09-14,0.9546
2023-09-15,0.958
2023-09-18,0.9669
2023-09-19,0.9604
2023-09-20,0.9555
2023-09-21,0.9469
2023-09-22,0.9591
2023-09-25,0.9518
2023-09-26,0.9468
2023-09-27,0.951
2023-09-28,0.9568
2023-10-09,0.9459
2023-10-10,0.9372
2023-10-11,0.9326
2023-10-12,0.9371
2023-10-13,0.9289
2023-10-16,0.9254
2023-10-17,0.9243
2023-10-18,0.9099
2023-10-19,0.9025
2023-10-20,0.8996
2023-10-23,0.8818
2023-10-24,0.8998
2023-10-25,0.9108
2023-10-26,0.9132
2023-10-27,0.9276
2023-10-30,0.9286
2023-10-31,0.9239
2023-11-01,0.9283
2023-11-02,0.923
2023-11-03,0.9284
2023-11-06,0.9373
2023-11-07,0.9362
2023-11-08,0.9342
2023-11-09,0.932
2023-11-10,0.9329
2023-11-13,0.9393
2023-11-14,0.9385
2023-11-15,0.9429
2023-11-16,0.939
2023-11-17,0.9429
2023-11-20,0.9503
2023-11-21,0.9487
2023-11-22,0.9455
2023-11-23,0.9532
2023-11-24,0.9482
2023-11-27,0.9459
2023-11-28,0.9511
2023-11-29,0.9459
2023-11-30,0.9449
2023-12-01,0.9461
2023-12-04,0.9464
2023-12-05,0.9333
2023-12-06,0.937
2023-12-07,0.933
2023-12-08,0.9229
2023-12-11,0.931
2023-12-12,0.9355
2023-12-13,0.9313
2023-12-14,0.9323
2023-12-15,0.9289
2023-12-18,0.9193
2023-12-19,0.9198
2023-12-20,0.9141
2023-12-21,0.9197
2023-12-22,0.914
2023-12-25,0.909
2023-12-26,0.904
2023-12-27,0.9089
2023-12-28,0.9203
2023-12-29,0.9251
2023-12-31,0.9251
2024-01-02,0.9332
2024-01-03,0.9356
2024-01-04,0.9347
2024-01-05,0.9264
2024-01-08,0.9111
2024-01-09,0.9185
2024-01-10,0.9167
2024-01-11,0.9248
2024-01-12,0.9241
2024-01-15,0.9224
2024-01-16,0.9199
2024-01-17,0.9043
2024-01-18,0.8916
2024-01-19,0.8849
2024-01-22,0.8384
2024-01-23,0.8377
2024-01-24,0.8553
2024-01-25,0.8854
2024-01-26,0.8919
2024-01-29,0.8778
2024-01-30,0.8576
2024-01-31,0.8314
2024-02-01,0.8178
2024-02-02,0.793
2024-02-05,0.7509
2024-02-06,0.7693
2024-02-07,0.7699
2024-02-08,0.7747
2024-02-19,0.7735
2024-02-20,0.7738
2024-02-21,0.7791
2024-02-22,0.7817
2024-02-23,0.7829
2024-02-26,0.7842
2024-02-27,0.7916
2024-02-28,0.7759
2024-02-29,0.7937
2024-03-01,0.7927
2024-03-04,0.7898
2024-03-05,0.7857
2024-03-06,0.7879
2024-03-07,0.7826
2024-03-08,0.7891
2024-03-11,0.7983
2024-03-12,0.7974
2024-03-13,0.7962
2024-03-14,0.7943
2024-03-15,0.8021
2024-03-18,0.8107
2024-03-19,0.8055
2024-03-20,0.8087
2024-03-21,0.8071
2024-03-22,0.7944
2024-03-25,0.7851
2024-03-26,0.7871
2024-03-27,0.7769
2024-03-28,0.7811
2024-03-29,0.7896
2024-04-01,0.8065
2024-04-02,0.8087
2024-04-03,0.81
2024-04-08,0.7984
2024-04-09,0.8053
2024-04-10,0.7981
2024-04-11,0.8015
2024-04-12,0.7974
2024-04-15,0.7988
2024-04-16,0.7844
2024-04-17,0.8029
2024-04-18,0.8017
2024-04-19,0.7994
2024-04-22,0.8
2024-04-23,0.7947
2024-04-24,0.7996
2024-04-25,0.801
2024-04-26,0.8068
2024-04-29,0.8197
2024-04-30,0.821
2024-05-06,0.8392
2024-05-07,0.8385
2024-05-08,0.8326
2024-05-09,0.8418
2024-05-10,0.8414
2024-05-13,0.8413
2024-05-14,0.8453
2024-05-15,0.8394
2024-05-16,0.8383
2024-05-17,0.8494
2024-05-20,0.8491
2024-05-21,0.8443
2024-05-22,0.8442
2024-05-23,0.8286
2024-05-24,0.8244
2024-05-27,0.8304
2024-05-28,0.8219
2024-05-29,0.8222
2024-05-30,0.8208
2024-05-31,0.8219
2024-06-03,0.8126
2024-06-04,0.8194
2024-06-05,0.8117
2024-06-06,0.7995
2024-06-07,0.8035
2024-06-11,0.8012
2024-06-12,0.802
2024-06-13,0.7936
2024-06-14,0.7945
2024-06-17,0.7911
2024-06-18,0.7956
2024-06-19,0.787
2024-06-20,0.7819
2024-06-21,0.7825
2024-06-24,0.7748
2024-06-25,0.7749
2024-06-26,0.7801
2024-06-27,0.7721
2024-06-28,0.773
2024-06-30,0.7729
2024-07-01,0.7815
2024-07-02,0.776
2024-07-03,0.7716
2024-07-04,0.7596
2024-07-05,0.7657
2024-07-08,0.7513
2024-07-09,0.7597
2024-07-10,0.7551
2024-07-11,0.7691
2024-07-12,0.7692
2024-07-15,0.7644
2024-07-16,0.7601
2024-07-17,0.7584
2024-07-18,0.7599
2024-07-19,0.7565
2024-07-22,0.75
2024-07-23,0.7386
