基金代码,基金全称
009803,易方达中债7-10年期国开行债券指数证券投资基金
010492,摩根士丹利华鑫中债1-3年农发行债券指数证券投资基金
010497,光大保德信中债1-5年政策性金融债指数证券投资基金
010509,中银彭博政策性银行债券1-5年指数证券投资基金
010516,嘉合中债-1-3年政策性金融债指数证券投资基金
010517,嘉合中债-1-3年政策性金融债指数证券投资基金
010529,广发中债1-5年国开行债券指数证券投资基金
010530,广发中债1-5年国开行债券指数证券投资基金
010603,长城中债5-10年国开行债券指数证券投资基金
010604,长城中债5-10年国开行债券指数证券投资基金
010859,富国中债0-2年国开行债券指数证券投资基金
011062,广发中债7-10年国开债指数E
011234,宏利中债1-5年国开行债券指数证券投资基金
011235,宏利中债1-5年国开行债券指数证券投资基金
011661,华富中债1-3年国开行债券指数证券投资基金
011662,华富中债1-3年国开行债券指数证券投资基金
011880,国泰中债1-5年政策性金融债指数证券投资基金
011881,国泰中债1-5年政策性金融债指数证券投资基金
011973,新华中债1-5年农发行债券指数证券投资基金
011974,新华中债1-5年农发行债券指数证券投资基金
011983,永赢中债-3-5年政策性金融债指数证券投资基金
011984,永赢中债-3-5年政策性金融债指数证券投资基金
012039,中加中债-1-5年国开行债券指数证券投资基金
012063,天弘中债1-5年政策性金融债指数发起式证券投资基金
012310,民生加银中债3-5年政策性金融债指数证券投资基金
012403,东方中债1-5年政策性金融债指数证券投资基金
012404,东方中债1-5年政策性金融债指数证券投资基金
012692,博时中债0-3年国开行债券交易型开放式指数证券投资基金联接基金
012693,博时中债0-3年国开行债券交易型开放式指数证券投资基金联接基金
013138,上银中债5-10年国开行债券指数证券投资基金
013169,建信彭博政策性银行债券1-5年指数证券投资基金
013170,建信彭博政策性银行债券1-5年指数证券投资基金
013594,南方中债7-10年国开行债券指数证券投资基金
014081,平安中债1-3年国开行债券指数证券投资基金
014082,平安中债1-3年国开行债券指数证券投资基金
014101,鹏扬中债3-5年国开行债券指数证券投资基金
014102,鹏扬中债3-5年国开行债券指数证券投资基金
014426,惠升中证同业存单AAA指数7天持有期证券投资基金
014427,富国中证同业存单AAA指数7天持有期证券投资基金
014428,中航中证同业存单AAA指数7天持有期证券投资基金
014429,华富中证同业存单AAA指数7天持有期证券投资基金
014430,南方中证同业存单AAA指数7天持有期证券投资基金
014437,鹏华中证同业存单AAA指数7天持有期证券投资基金
014442,中加中债-1-5年政策性金融债指数证券投资基金
014484,汇添富中债1-3年隐含评级AA+及以上信用债指数发起式A
014485,汇添富中债1-3年隐含评级AA+及以上信用债指数发起式C
014843,银河中债1-5年政策性金融债指数证券投资基金
014844,银河中债1-5年政策性金融债指数证券投资基金
014894,东吴中债1-3年政策性金融债指数证券投资基金
014895,东吴中债1-3年政策性金融债指数证券投资基金
015643,招商中证同业存单AAA指数7天持有期证券投资基金
015644,华夏中证同业存单AAA指数7天持有期证券投资基金
015645,平安中证同业存单AAA指数7天持有期证券投资基金
015646,中金中证同业存单AAA指数7天持有期发起式证券投资基金
015647,淳厚中证同业存单AAA指数7天持有期证券投资基金
015648,兴银中证同业存单AAA指数7天持有期证券投资基金
015791,天弘中债1-3年国开行债券指数发起式证券投资基金
015822,易方达中证同业存单AAA指数7天持有期证券投资基金
015823,银华中证同业存单AAA指数7天持有期证券投资基金
015824,博时月月乐同业存单30天持有期混合型证券投资基金
015825,国泰中证同业存单AAA指数7天持有期证券投资基金
015826,广发中证同业存单AAA指数7天持有期证券投资基金
015827,中欧中证同业存单AAA指数7天持有期证券投资基金
015861,嘉实中证同业存单AAA指数7天持有期证券投资基金
015862,景顺长城中证同业存单AAA指数7天持有期证券投资基金
015863,华泰柏瑞中证同业存单AAA指数7天持有期证券投资基金
015864,华宝中证同业存单AAA指数7天持有期证券投资基金
015875,汇添富中证同业存单AAA指数7天持有期证券投资基金
015944,中银中证同业存单AAA指数7天持有期证券投资基金
015955,万家中证同业存单AAA指数7天持有期证券投资基金
015956,国联安中证同业存单AAA指数7天持有期证券投资基金
015960,创金合信中证同业存单AAA指数7天持有期证券投资基金
015966,淳厚中债1-3年政策性金融债指数证券投资基金
016063,华安中证同业存单AAA指数7天持有期发起式证券投资基金
016082,工银瑞信中证同业存单AAA指数7天持有期证券投资基金
016083,中加中证同业存单AAA指数7天持有期证券投资基金
016260,汇添富中债1-5年政策性金融债指数证券投资基金
016261,汇添富中债1-5年政策性金融债指数证券投资基金
016362,建信中证同业存单AAA指数7天持有期证券投资基金
016366,东方红中证同业存单AAA指数7天持有期证券投资基金
016409,永赢中证同业存单AAA指数7天持有期证券投资基金
016410,鹏扬中证同业存单AAA指数7天持有期证券投资基金
016456,蜂巢中债1-5年政策性金融债指数证券投资基金
016457,蜂巢中债1-5年政策性金融债指数证券投资基金
016587,浦银安盛中证同业存单AAA指数7天持有期证券投资基金
016625,长城中证同业存单AAA指数7天持有期证券投资基金
016684,国联中证同业存单AAA指数7天持有期证券投资基金
016687,创金合信中债长三角中高等级信用债指数证券投资基金
016688,创金合信中债长三角中高等级信用债指数证券投资基金
016758,东吴中证同业存单AAA指数7天持有期证券投资基金
016852,大成中证同业存单AAA指数7天持有期证券投资基金
016860,民生加银中证同业存单AAA指数7天持有期证券投资基金
017104,光大保德信中证同业存单AAA指数7天持有期证券投资基金
017111,申万菱信中证同业存单AAA指数7天持有期证券投资基金
017136,长盛中证同业存单AAA指数7天持有期证券投资基金
017183,中信建投中证同业存单AAA指数7天持有期证券投资基金
017423,天弘中证同业存单AAA指数7天持有期证券投资基金
017563,太平中证同业存单AAA指数7天持有期证券投资基金
017577,南方中证政策性金融债指数证券投资基金
017578,南方中证政策性金融债指数证券投资基金
017680,汇泉中证同业存单AAA指数7天持有期证券投资基金
017701,方正富邦中证同业存单AAA指数7天持有期证券投资基金
017704,兴业中证同业存单AAA指数7天持有期证券投资基金
017756,国金中证同业存单AAA指数7天持有期证券投资基金
017837,博时中债7-10年政策性金融债指数证券投资基金
017838,博时中债7-10年政策性金融债指数证券投资基金
017888,上银中证同业存单AAA指数7天持有期证券投资基金
017924,国投瑞银中证同业存单AAA指数7天持有期证券投资基金
018067,国金中债1-5年政策性金融债指数证券投资基金
018068,国金中债1-5年政策性金融债指数证券投资基金
018165,宝盈中证同业存单AAA指数7天持有期证券投资基金
018219,红土创新中证同业存单AAA指数7天持有期证券投资基金
018266,富国中债7-10年政策性金融债交易型开放式指数证券投资基金发起式联接基金
018267,富国中债7-10年政策性金融债交易型开放式指数证券投资基金发起式联接基金
018343,汇安中证同业存单AAA指数7天持有期证券投资基金
018348,富安达中证同业存单AAA指数7天持有期证券投资基金
018355,安信中证同业存单AAA指数7天持有期证券投资基金
018452,银河中证同业存单AAA指数7天持有期证券投资基金
018453,蜂巢中证同业存单AAA指数7天持有期证券投资基金
